genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27
Unclassified Trueperaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0,0,0,0,0,0,0.000578189,0,0,0.000113743,0
Picosynechococcus,3.27E-05,0,0,0,0,0,0,5.72E-05,0.000163715,0,5.11E-05,6.16E-05,0,2.09E-05,5.35E-05,9.99E-06,0,0,0,6.77E-05,0,0,0.000155666,0,0,2.84E-05,0
Thermoanaerobaculia bacterium (no genus in NCBI),0,0.000163006,0.000112708,0,0,0,0,0,0,0,0,0,0,2.09E-05,2.97E-06,0.000209853,0,0,2.44E-05,0,0,0,0.000155666,0,0,0,1.37E-05
Unclassified Ignavibacteriales,0,2.04E-05,0,0,7.42E-05,0.000275832,0,3.81E-05,0,0,7.67E-05,0,0,0,1.19E-05,0,0,4.18E-05,4.87E-05,0,0,1.41E-05,4.45E-05,6.58E-05,0,0,0
Unclassified Nitrospirales,0,0,0,0,0,0,3.51E-05,0.000133407,0,2.38E-05,0,0,0,0,9.51E-05,9.99E-06,0,4.18E-05,0,0,0,0,0,0,0,0,0.000384911
Unclassified Desulfarculales,6.55E-05,0,5.64E-05,2.49E-05,3.71E-05,0.000220665,3.51E-05,1.91E-05,0,0,5.11E-05,0,2.74E-05,0,0,0,0,0,0,0,3.74E-05,0,0,0,0.000144413,0,1.37E-05
Unclassified Mycoplasmataceae,0,0,0.000450831,0,0,0.000110333,0,0,0,0,0,0,0,0,0.000130785,0,0,0,0,0,0,0,4.45E-05,0,0,0,0
Tenacibaculum,0.000196477,0,0,0,0,0,0,0,0,0,0,0.000246518,0,0,0,3.50E-05,0.000169568,0,9.74E-05,0,0,0,0,0,0,0,0
Saccharicrinis,6.55E-05,6.11E-05,0,0,3.71E-05,0.000110333,0,5.72E-05,5.46E-05,7.13E-05,0.000102229,0,0,3.13E-05,0,0,0,0,0,0,7.49E-05,1.41E-05,6.67E-05,0,0,0,0
Bdellovibrionales bacterium (no genus in NCBI),0,2.04E-05,0,0,0,0.000137916,3.51E-05,0,5.46E-05,0,0.000306686,6.16E-05,2.74E-05,0,5.94E-06,0,0,4.18E-05,0,0,0,1.41E-05,4.45E-05,0,0,0,0
Seonamhaeicola,0.000130984,6.11E-05,0,0,7.42E-05,0,0.000210637,0,0,0,2.56E-05,0,5.48E-05,1.04E-05,1.19E-05,0,5.65E-05,0,4.87E-05,0,0,1.41E-05,0,0,5.78E-05,0,0
Marinobacter,3.27E-05,0,0,4.98E-05,7.42E-05,0,0,5.72E-05,5.46E-05,0,2.56E-05,0,0,0.000250446,1.78E-05,0,0,0,0.000121812,0,0,0,4.45E-05,0,2.89E-05,0,0
Fibrobacter,0,0,0,4.98E-05,0,0,0,0,0,9.51E-05,0.000102229,0,0,0.00021914,5.94E-06,9.99E-06,0,0,0,0.000101564,0,0,0.00011119,0,0,8.53E-05,0
Unclassified Lysobacteraceae,0.000130984,0,0,0,0,0,0,3.81E-05,0,0,0,3.08E-05,0,0,2.38E-05,4.50E-05,0,0,0,0,0.000524129,0,0,0,0,0,0
Henriciella,3.27E-05,0,0,2.49E-05,0,0.000275832,0,0,0,4.75E-05,5.11E-05,3.08E-05,5.48E-05,1.04E-05,0,0,0,0.000125277,0,0,0,0,4.45E-05,3.29E-05,0,5.69E-05,1.37E-05
Neptuniibacter,0,4.08E-05,0,0,0.000148462,5.52E-05,0,1.91E-05,0.000136429,0,5.11E-05,6.16E-05,0,2.09E-05,5.94E-06,0,0,0,0,3.39E-05,0,0,2.22E-05,6.58E-05,5.78E-05,8.53E-05,0
Unclassified Candidatus Falkowbacteria,0,0,0,0,0,0,0.000561699,0,0,0,0,0,0,0,2.97E-06,9.99E-06,0,8.35E-05,0,0,0,0,0,6.58E-05,0,0,8.25E-05
Unclassified Armatimonadota,0,0,0,0,3.71E-05,2.76E-05,0,0,0,0,7.67E-05,6.16E-05,2.74E-05,0.000114788,2.68E-05,0,0,0.000208794,4.87E-05,0,0,0,4.45E-05,6.58E-05,0,5.69E-05,1.37E-05
Unclassified Longimicrobiales,0,4.08E-05,0,2.49E-05,0.000148462,0.000110333,0,3.81E-05,0.000136429,2.38E-05,0.000102229,0,0,2.09E-05,3.86E-05,7.49E-05,0,0,0,0,0,0,0,0,0,5.69E-05,0
Agarilytica,0.000130984,0,0,0,0,5.52E-05,7.02E-05,1.91E-05,2.73E-05,4.75E-05,0.000153343,0.000123259,0,1.04E-05,0,0,5.65E-05,0,0,0,0,0,4.45E-05,0,0,5.69E-05,2.75E-05
Leptolyngbyaceae cyanobacterium (no genus in NCBI),3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,4.18E-05,0,0,0,0,0.000533713,0,0,0,0.000192456
Unclassified Candidatus Aminicenantes,0,0,5.64E-05,0,7.42E-05,5.52E-05,0,0,0,0,0,0,0.000410846,0,6.84E-05,0,5.65E-05,0,0,0,0,5.64E-05,0,0,0,5.69E-05,0
Unclassified Candidatus Eisenbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,0.00079944,0,0,0,0,0,0,0,0,0,0,0
Sinorhizobium,0,2.04E-05,0,0,0,0,3.51E-05,9.53E-05,0,2.38E-05,0.000102229,0,0,0,6.84E-05,0.00039972,0,4.18E-05,0,0,0,7.05E-06,0,0,0,5.69E-05,0
Unclassified Acidaminobacteraceae,0,8.15E-05,5.64E-05,2.49E-05,7.42E-05,0,0,5.72E-05,0,0,5.11E-05,6.16E-05,5.48E-05,2.09E-05,0,0,5.65E-05,4.18E-05,0,0,0,1.41E-05,4.45E-05,9.87E-05,0,0.000113743,0
Unclassified Bacillales,0,0,2.82E-05,0,0,0,0,0,0,4.75E-05,7.67E-05,0,5.48E-05,0.000354799,3.57E-05,3.00E-05,0,0,0,6.77E-05,0,0,0,0.000131562,0,2.84E-05,0
Marinobacterium,0,0,0,0,0,0.00060683,0,0,0,0,0,0,0,0,5.94E-06,0,0,0,0.000243623,0,0,0,0,0,0,0,0
Unclassified Aeromonadales,0,0,0,0,7.42E-05,5.52E-05,0,0,5.46E-05,0,0,0,0,0.000114788,2.38E-05,9.99E-06,0,0,0,0,0,1.41E-05,0,0,0,0.000483408,2.75E-05
Unclassified Sphingobacteriia,0,4.08E-05,0,0,0,0,0,3.81E-05,0.000136429,0,0,9.24E-05,0,0,0,0,5.65E-05,0.000459348,0,0,0,1.41E-05,0,0,0,2.84E-05,0
Unclassified Candidatus Cloacimonadaceae,0,0,2.82E-05,0,0,0.000220665,0.000140425,3.81E-05,5.46E-05,0,0,9.24E-05,2.74E-05,0,0,0,0,8.35E-05,7.31E-05,0,0,0,2.22E-05,0,2.89E-05,5.69E-05,0
Bacteroidales bacterium (no genus in NCBI),0,0,0,0,0,2.76E-05,0,9.53E-05,5.46E-05,0,0.000127786,6.16E-05,0,8.35E-05,0,5.00E-06,0,0.000125277,9.74E-05,0,7.49E-05,0,4.45E-05,0,0,5.69E-05,1.37E-05
Aliarcobacter,0.000130984,4.08E-05,0,2.49E-05,7.42E-05,0.000165499,0,3.81E-05,2.73E-05,0,7.67E-05,0,5.48E-05,4.17E-05,1.49E-05,0,0,4.18E-05,0,0.000101564,0,7.05E-06,0,0,0,2.84E-05,0
Desulfobacteraceae bacterium (no genus in NCBI),0,0,0,0,0,0,0,1.91E-05,0.000136429,0,0.000153343,3.08E-05,5.48E-05,0,1.49E-05,1.50E-05,5.65E-05,4.18E-05,0,6.77E-05,0,1.41E-05,8.90E-05,6.58E-05,0,0.000113743,1.37E-05
Unclassified Thiotrichales,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,3.27E-05,0.000109923,5.65E-05,0,0,0,0,7.75E-05,0,0,8.66E-05,0,0.000508633
Deltaproteobacteria bacterium (no genus in NCBI),0,0,2.82E-05,4.98E-05,0,8.27E-05,0,5.72E-05,2.73E-05,0,2.56E-05,0,0,2.09E-05,2.38E-05,0,0,0.000584624,0,0,0,0,0,0,0,0,0
Unclassified Caldilineaceae,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,2.08E-05,0,0,0,0,0,0,0,0,0,0,0.000113743,0.000756076
Unclassified Sneathiellales,0.000130984,0,0.000169062,0,0,0.000165499,0,3.81E-05,0,0,0,0,0,0,0,0,2.83E-05,8.35E-05,0,0,0.000149751,0,8.90E-05,6.58E-05,0,0,1.37E-05
Unclassified Melioribacteraceae,0,4.08E-05,0,0,7.42E-05,0.000110333,0,0.000114349,0.000109143,0,0.000127786,6.16E-05,0,4.17E-05,1.19E-05,1.50E-05,2.83E-05,4.18E-05,0,0,0,1.41E-05,0.00011119,0,0,2.84E-05,1.37E-05
Unclassified Chitinophagia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0.000394724,0,0,0.000535971,0,0,1.41E-05,0,0,0,0,0
Unclassified Hyphomicrobiaceae,3.27E-05,2.04E-05,0,4.98E-05,0,0,0,0,0,0,0,0,0,0,0.000282376,0.000169881,0,0,0.000243623,3.39E-05,0,0,0.000133428,0,0,0,0
Unclassified Gemmatimonadaceae,0,0,0,0,0,2.76E-05,0,5.72E-05,2.73E-05,0,2.56E-05,0,0,1.04E-05,3.86E-05,0.000374738,0,0,0,0,0,0,0,0.000131562,0,2.84E-05,0.000247443
Unclassified Terriglobia,6.55E-05,0,0,0,0,0.000110333,3.51E-05,0,0,0,2.56E-05,0,0,0,6.24E-05,5.00E-05,0,0,0.000146174,0,0,0,2.22E-05,0,0,0,0.000453646
Gimesia,0.000654922,0,0,0,0,0,7.02E-05,0,2.73E-05,0,5.11E-05,0,8.22E-05,0,0,0,0,4.18E-05,0,0,0,0,4.45E-05,0,0,0,0
Holophagales bacterium (no genus in NCBI),6.55E-05,0,0,0,0,0.000110333,0,3.81E-05,0.000136429,4.75E-05,5.11E-05,0,0.000164339,2.09E-05,2.38E-05,0,5.65E-05,8.35E-05,0,0,0,4.23E-05,0.000133428,0,0,0,0
Ruminococcus,6.55E-05,2.04E-05,0,4.98E-05,0,0,0,0.000228698,0.000109143,0.000190132,0,6.16E-05,0,2.09E-05,0,0,0,0,0.000146174,0,0,0,8.90E-05,0,0,0,0
Unclassified Phycisphaeraceae,0,0,2.82E-05,0,0,5.52E-05,0,3.81E-05,5.46E-05,0,5.11E-05,9.24E-05,0,6.26E-05,2.38E-05,3.00E-05,0,0.000208794,0.000194899,0,0,7.05E-06,2.22E-05,6.58E-05,5.78E-05,0,0
Unclassified Alcaligenaceae,0,0,0,0,3.71E-05,0,0,1.91E-05,0,4.75E-05,0,0,5.48E-05,0,0.000190232,9.99E-06,0,0,0,6.77E-05,3.74E-05,0,4.45E-05,0,8.66E-05,0.000341229,6.87E-05
Unclassified Syntrophobacteraceae,0,0,0,2.49E-05,7.42E-05,8.27E-05,7.02E-05,3.81E-05,0.000109143,2.38E-05,0.000306686,3.08E-05,0,1.04E-05,0,9.99E-06,0,8.35E-05,0,3.39E-05,0,7.05E-06,4.45E-05,0,0,5.69E-05,0
Shigella,0.000130984,2.04E-05,2.82E-05,9.97E-05,0,0,7.02E-05,0,2.73E-05,2.38E-05,0,0.000123259,0,0,0,0,0,0,2.44E-05,0,0,9.16E-05,2.22E-05,6.58E-05,5.78E-05,0.000170614,5.50E-05
Methyloceanibacter,0,0,5.64E-05,0,0,0.000110333,0,0,0,0,0.000102229,0,0,4.17E-05,2.68E-05,4.00E-05,0,0.000167036,0.000121812,6.77E-05,0,1.41E-05,0.000177904,0,8.66E-05,0,2.75E-05
Halomonas,3.27E-05,0,0,4.98E-05,7.42E-05,0.000165499,3.51E-05,5.72E-05,8.19E-05,0,0.000102229,0,2.74E-05,4.17E-05,2.97E-06,3.50E-05,5.65E-05,8.35E-05,0,0,3.74E-05,7.05E-06,0.000155666,0,0,0,0
Bacteroidia bacterium (no genus in NCBI),0,0,0.000112708,0,7.42E-05,0,0,0,5.46E-05,0,5.11E-05,6.16E-05,0,2.09E-05,1.19E-05,2.00E-05,5.65E-05,0,7.31E-05,0.000135419,7.49E-05,4.23E-05,2.22E-05,6.58E-05,0,0.000142179,2.75E-05
Pseudanabaenales cyanobacterium (no genus in NCBI),0,2.04E-05,0,4.98E-05,3.71E-05,0.000220665,0.000105319,0,2.73E-05,0,7.67E-05,6.16E-05,2.74E-05,0,0,2.00E-05,0.000113045,0,2.44E-05,0,0.000112313,0,6.67E-05,3.29E-05,0,5.69E-05,0
Anaplasma,0,0,0.000394477,9.97E-05,0,5.52E-05,0,0,0,4.75E-05,0,6.16E-05,0,0,5.94E-06,1.50E-05,0,0,4.87E-05,0.000135419,0,2.82E-05,4.45E-05,6.58E-05,5.78E-05,0,2.75E-05
Zymobacter,0,0,0,4.98E-05,0,0.000303415,3.51E-05,7.62E-05,2.73E-05,0,0.000153343,0,0,0,1.19E-05,0,0,0.000167036,0,6.77E-05,0,7.05E-06,4.45E-05,9.87E-05,0,5.69E-05,1.37E-05
Unclassified Geovibrionaceae,0,4.08E-05,0,4.98E-05,0.000222692,5.52E-05,7.02E-05,1.91E-05,5.46E-05,4.75E-05,7.67E-05,0,0.000109559,2.09E-05,5.94E-06,5.00E-06,0,0,0,0,7.49E-05,2.11E-05,0,0.000131562,5.78E-05,0,5.50E-05
Unclassified Mycoplasmatales,0,0,0.000845309,0,0,0,0,0,0,0,0,0,0,0,0.000101061,0,0,0,0,0,0,3.52E-05,0,6.58E-05,0,8.53E-05,0
Unclassified Nitrospinota,0,0,5.64E-05,0,0,2.76E-05,0,5.72E-05,5.46E-05,0,7.67E-05,0,0,2.09E-05,3.27E-05,0.000124913,0,4.18E-05,0,0,3.74E-05,1.41E-05,0.000378047,0,5.78E-05,2.84E-05,0.000137468
Polaribacter,0,2.04E-05,0,0,0.000148462,0,7.02E-05,1.91E-05,2.73E-05,0,5.11E-05,0,0.000109559,3.13E-05,2.97E-06,0,5.65E-05,8.35E-05,0,0.000135419,0,1.41E-05,6.67E-05,9.87E-05,8.66E-05,8.53E-05,5.50E-05
Unclassified Enterococcaceae,0,4.08E-05,0.000169062,4.98E-05,7.42E-05,0,0.000140425,7.62E-05,5.46E-05,0.000142599,0,6.16E-05,5.48E-05,4.17E-05,0,9.99E-06,0,0,0,0,0,8.46E-05,0,0,0,5.69E-05,0.000109975
Acidimicrobiia bacterium (no genus in NCBI),0,0,0.000112708,0,3.71E-05,0.000137916,0.000175531,0,0,0,0,0,0,0,2.38E-05,9.99E-06,0,8.35E-05,0,3.39E-05,7.49E-05,0,0,0,0,0,0.000494886
Unclassified Mollicutes,0,0,0.000112708,0,0,0,0,0,0,0,0,0,0,0.000949608,7.43E-05,0,0,0,0,0,0,0,0,0,0,5.69E-05,0
Unclassified Chromatiaceae,0,2.04E-05,0,2.49E-05,0,0,3.51E-05,0,0,0,0,3.08E-05,0,0,0.000942244,9.99E-06,0,0,0,0,3.74E-05,0,4.45E-05,0,0,5.69E-05,1.37E-05
Pelagibius,0,2.04E-05,0,0.000124592,0,0.000193082,0,0,0,0,2.56E-05,0,0,0,6.84E-05,0.000184871,0,0,0.00031671,0,7.49E-05,4.23E-05,0,3.29E-05,0,2.84E-05,0.000109975
Brucellaceae bacterium (no genus in NCBI),0,0,0,0,0,0.000358581,0,0,0,0,0,0,0,3.13E-05,8.92E-06,0.000629559,0,4.18E-05,0,0,0,4.93E-05,2.22E-05,0,0,2.84E-05,5.50E-05
Aquimarina,0,0.000203757,0,0,0,5.52E-05,0,0,5.46E-05,0,0.000460029,0,2.74E-05,2.09E-05,1.19E-05,0,0,0,0,0,0.00033694,0,0,0,5.78E-05,0,0
Mammaliicoccus,0,0,0,0,0,2.76E-05,0,0,2.73E-05,0,5.11E-05,3.08E-05,0.000109559,2.09E-05,0,0,0,0.000250553,0,0.000101564,0.000599004,1.41E-05,0,0,0,0,0
Puniceibacterium,3.27E-05,2.04E-05,0,0,0,0,0,7.62E-05,5.46E-05,0,0.000255571,9.24E-05,0,1.04E-05,1.78E-05,0,0,0.000250553,7.31E-05,0.000135419,3.74E-05,0,4.45E-05,6.58E-05,5.78E-05,2.84E-05,0
Unclassified Pseudoalteromonadaceae,0,0,0,0,0,2.76E-05,0,0.000114349,0,2.38E-05,0,0.000184888,0,0.000104353,0.000148619,0,0.000113045,0,0.000219261,3.39E-05,0,0,0.000289094,0,0,0,0
Unclassified Halieaceae,0,8.15E-05,0,7.48E-05,0,0.000110333,0.000210637,5.72E-05,5.46E-05,0,0.000102229,0.000123259,0,0,8.03E-05,1.50E-05,0,4.18E-05,2.44E-05,0,0,0,0,0.000230233,2.89E-05,2.84E-05,0
Phocaeicola,0,0,8.45E-05,2.49E-05,0.000148462,0,0.000140425,0.000171523,0.000191001,4.75E-05,0,0,0.000109559,0,0,0,0,0,0,0,7.49E-05,8.46E-05,4.45E-05,0,5.78E-05,5.69E-05,0.000109975
Rhizobium,0,0,0,7.48E-05,0,5.52E-05,0,0,2.73E-05,0,0,0,0.000219118,0,1.49E-05,3.00E-05,0,0,0.000706507,0,7.49E-05,2.11E-05,0.000177904,0,0,0,0
Unclassified Minwuiales,0,0,0,2.49E-05,0,0,0,0,0,0,0,0,2.74E-05,0,2.08E-05,0.000919356,0,0,0.000292348,0,0,2.82E-05,4.45E-05,0,0,0,5.50E-05
Leisingera,6.55E-05,4.08E-05,0,0,7.42E-05,0,0,0,0.000109143,0,0.000204457,0,5.48E-05,0,2.97E-05,8.99E-05,5.65E-05,8.35E-05,0,0.000135419,0.000149751,2.82E-05,0,0,0.00011553,0.00019905,0
Puteibacter,0,4.08E-05,0.000112708,0,0,0,0.000140425,7.62E-05,0,9.51E-05,0,6.16E-05,0.000109559,4.17E-05,1.49E-05,4.00E-05,0.000169568,0,9.74E-05,6.77E-05,0.000149751,0,4.45E-05,3.29E-05,0.00011553,5.69E-05,0
Unclassified Sphingomonadales,0.000196477,0,5.64E-05,0,3.71E-05,2.76E-05,7.02E-05,1.91E-05,0.000218287,0,0.000281129,0,0.000136949,1.04E-05,3.86E-05,5.00E-06,2.83E-05,0,0,0,0,0,0.000200142,0,0,0.000142179,1.37E-05
Maricaulis,0,0,0,0,0,2.76E-05,0,3.81E-05,0,0,0,0,0.000849082,0,0,1.50E-05,0,0.000125277,0.000194899,0,0.000224627,7.05E-06,4.45E-05,0,0,0,0
Hyphomicrobiales bacterium (no genus in NCBI),6.55E-05,0,0,0,0,2.76E-05,0,0,0,0,7.67E-05,3.08E-05,0,0,0.00041316,7.99E-05,0,0,0,0,7.49E-05,0,0.000733855,0,0,2.84E-05,0
Unclassified Akkermansiaceae,6.55E-05,6.11E-05,2.82E-05,0,0,0.000165499,0,5.72E-05,0.000136429,0,0.000153343,0,0,2.09E-05,2.97E-05,9.99E-06,5.65E-05,0.000125277,4.87E-05,0.000135419,0,2.11E-05,8.90E-05,0,0,0.000312793,2.75E-05
Croceitalea,0,0.00014263,0,9.97E-05,0,0,0,0.000247756,8.19E-05,0,0,0,0,0,5.94E-06,0.000159888,0.000226091,0.000125277,0,0,0,9.16E-05,2.22E-05,0,0,0.000341229,2.75E-05
Unclassified Bacilli,3.27E-05,0,0,9.97E-05,3.71E-05,0.000330998,7.02E-05,5.72E-05,5.46E-05,4.75E-05,0,0,0,0.000125223,9.81E-05,4.50E-05,0,0,0.000170536,0,0.000112313,2.82E-05,8.90E-05,0,8.66E-05,5.69E-05,6.87E-05
Salmonella,0,4.08E-05,0,2.49E-05,0.000111346,0,0,0,0,2.38E-05,0,0.000123259,0.000575185,2.09E-05,0,3.50E-05,0,0.000334071,0,0.000101564,0.000112313,2.82E-05,0,0,0,5.69E-05,2.75E-05
Unclassified Hahellaceae,0,0.000122254,5.64E-05,0.000199347,0.000111346,0.000165499,0.000210637,7.62E-05,0,0.000190132,0,6.16E-05,0.000109559,0,1.19E-05,0,0,0,0,6.77E-05,0,4.23E-05,8.90E-05,6.58E-05,5.78E-05,5.69E-05,0
Virgibacillus,3.27E-05,6.11E-05,0,0,0.000371154,5.52E-05,0,7.62E-05,8.19E-05,7.13E-05,0.000204457,0,2.74E-05,4.17E-05,5.94E-06,5.00E-06,5.65E-05,0.000250553,0,0,0,3.52E-05,6.67E-05,0,0,0.000255922,0
Bacterioplanoides,0,6.11E-05,0,0,3.71E-05,0.000193082,7.02E-05,3.81E-05,8.19E-05,9.51E-05,0.000230014,9.24E-05,0,7.30E-05,1.19E-05,0,0.000113045,0.000250553,0,6.77E-05,0,7.05E-06,4.45E-05,6.58E-05,8.66E-05,8.53E-05,0
Unclassified Pleioneaceae,3.27E-05,8.15E-05,0,4.98E-05,7.42E-05,0.000275832,0.000210637,0,5.46E-05,7.13E-05,5.11E-05,6.16E-05,5.48E-05,6.26E-05,1.78E-05,4.00E-05,0,0.000167036,0,6.77E-05,0,0,6.67E-05,6.58E-05,0.00011553,2.84E-05,5.50E-05
Unclassified Vibrionales,0,2.04E-05,5.64E-05,0,0,0.000110333,3.51E-05,7.62E-05,8.19E-05,2.38E-05,0.000127786,6.16E-05,0,0.000761774,5.94E-06,9.99E-06,2.83E-05,4.18E-05,0,6.77E-05,0.000149751,7.05E-06,0,0,0,0,4.12E-05
Pseudomonadales bacterium (no genus in NCBI),6.55E-05,0.000101879,2.82E-05,0,0,0.000413747,7.02E-05,1.91E-05,0,0,5.11E-05,6.16E-05,5.48E-05,4.17E-05,0,4.00E-05,0,4.18E-05,0.000267985,0,7.49E-05,0.000126864,0.000133428,0,0,2.84E-05,9.62E-05
Unclassified Reichenbachiellaceae,0,0,0,0,0,0,0,0,0,2.38E-05,0,0,0,0,5.94E-06,0,0,0,0.00031671,0,0,0,0,0.000592027,0.000779828,0,0
Unclassified Candidatus Kaiserbacteria,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0.001646697,9.49E-05,0,0,0,0,0,1.41E-05,0,0,0,0,0
Unclassified Maricaulaceae,6.55E-05,2.04E-05,0,0,0,5.52E-05,0,0,0,0,0,0,0.000986031,0,0.000151591,5.00E-06,0,0,9.74E-05,0,0.000262064,0,6.67E-05,0,0,5.69E-05,2.75E-05
Unclassified Lactobacillales,6.55E-05,8.15E-05,0.000140885,9.97E-05,0.000222692,5.52E-05,0,3.81E-05,0.000191001,4.75E-05,7.67E-05,0.000123259,0,0,0,5.00E-06,0,0,0.000243623,0,0,9.16E-05,2.22E-05,9.87E-05,5.78E-05,0,0.000137468
Eilatimonas,0,8.15E-05,0,0,3.71E-05,0,0,3.81E-05,0.000163715,0,0.000255571,3.08E-05,0,0,0,0,0,8.35E-05,4.87E-05,0.000304692,0.000449253,2.82E-05,0.000177904,3.29E-05,0,8.53E-05,0
Myxococcales bacterium (no genus in NCBI),0.000196477,8.15E-05,0,0,0,5.52E-05,0,0.000114349,0.000136429,0,0.000153343,9.24E-05,0,0,5.94E-06,0,0,0.000459348,0,6.77E-05,0,3.52E-05,6.67E-05,0.000131562,5.78E-05,5.69E-05,0.000109975
Desulfobacula,0,8.15E-05,0,0,7.42E-05,0.000165499,0,7.62E-05,0.000163715,7.13E-05,0.0003578,6.16E-05,0,2.09E-05,5.94E-06,0,0,0.000334071,9.74E-05,3.39E-05,0,1.41E-05,0.000133428,6.58E-05,0,8.53E-05,0
Mycobacteroides,0,0,0.000112708,0,0,0.000193082,0,3.81E-05,8.19E-05,0,0.000204457,9.24E-05,0,6.26E-05,5.94E-06,1.50E-05,0.000113045,0.000125277,9.74E-05,0.000372402,0,2.82E-05,0.000155666,6.58E-05,0,2.84E-05,5.50E-05
Unclassified Chitinophagaceae,0.000130984,0,5.64E-05,2.49E-05,0,0.000110333,3.51E-05,1.91E-05,0,0,5.11E-05,0,0.000164339,6.26E-05,0.000118895,4.50E-05,0.000113045,0.00037583,0.000121812,0,7.49E-05,2.82E-05,0.000177904,3.29E-05,5.78E-05,5.69E-05,0
Unclassified Hapalosiphonaceae,0,6.11E-05,0,0.00014951,7.42E-05,0.000165499,0,3.81E-05,5.46E-05,9.51E-05,5.11E-05,6.16E-05,5.48E-05,2.09E-05,2.38E-05,7.00E-05,0.000169568,8.35E-05,4.87E-05,6.77E-05,0.000149751,1.41E-05,4.45E-05,0.000131562,5.78E-05,0.000170614,2.75E-05
Unclassified Erythrobacteraceae,6.55E-05,8.15E-05,0.000169062,4.98E-05,0,5.52E-05,0.000175531,0,8.19E-05,0.000142599,0.000230014,6.16E-05,5.48E-05,2.09E-05,0,9.99E-06,5.65E-05,0.000167036,0.000121812,6.77E-05,0,7.05E-06,8.90E-05,0.000131562,0,5.69E-05,0
Unclassified Desulfobulbales,3.27E-05,0,0,0,0,0.000220665,3.51E-05,3.81E-05,0,0,0.000230014,9.24E-05,0,0.000793079,7.13E-05,0,0,0.000292312,0,6.77E-05,7.49E-05,0,4.45E-05,0,0,0,0
Bryobacterales bacterium (no genus in NCBI),0,0,0,0,0,0,0,1.91E-05,0,7.13E-05,0,0,0,0,2.97E-06,7.00E-05,0,0,0,0,0,0,0,0,0,0,0.001855823
Kordiimonas,3.27E-05,6.11E-05,0,2.49E-05,0.000148462,0.000303415,0.000105319,5.72E-05,2.73E-05,0,0.000204457,0.000123259,0,1.04E-05,0,0,0,0.000668142,2.44E-05,0,0,7.05E-06,2.22E-05,9.87E-05,0,0.000142179,0
Alteromonas,6.55E-05,8.15E-05,0,0,0,0.000110333,0.000210637,0.000114349,0,0,0.000408914,3.08E-05,2.74E-05,0.000114788,1.19E-05,2.00E-05,5.65E-05,0.000208794,9.74E-05,0.000203128,3.74E-05,1.41E-05,6.67E-05,6.58E-05,2.89E-05,8.53E-05,2.75E-05
Cellvibrionaceae bacterium (no genus in NCBI),6.55E-05,0.000101879,0,4.98E-05,0,5.52E-05,0,0.000133407,5.46E-05,0.000285198,0.000255571,0,0.000219118,0.000626115,0,5.00E-06,0,0,0,6.77E-05,0,7.05E-05,0.00011119,0,0,0,0
Halodesulfovibrio,0,8.15E-05,2.82E-05,0,3.71E-05,0.000110333,3.51E-05,3.81E-05,2.73E-05,0,0.000204457,9.24E-05,8.22E-05,0.000459151,1.49E-05,3.00E-05,5.65E-05,0.000292312,7.31E-05,6.77E-05,0,2.11E-05,6.67E-05,0.000164452,2.89E-05,2.84E-05,6.87E-05
Geomonas,0.00016373,4.08E-05,0.000112708,4.98E-05,0.000371154,5.52E-05,7.02E-05,1.91E-05,5.46E-05,0,0.000102229,0.000123259,5.48E-05,1.04E-05,0,0,0,0,2.44E-05,0.000101564,7.49E-05,2.82E-05,0.000177904,0.000131562,5.78E-05,0.000284357,0
Unclassified Eubacteriales,9.82E-05,4.08E-05,0,2.49E-05,0,0.000358581,0,0.000171523,0.000136429,0,0.000127786,6.16E-05,2.74E-05,0.000511327,1.19E-05,3.50E-05,5.65E-05,0.000125277,7.31E-05,0,0,0,0.00011119,3.29E-05,8.66E-05,5.69E-05,0
Unclassified Planctomycetaceae,3.27E-05,8.15E-05,5.64E-05,9.97E-05,0,5.52E-05,0.000140425,5.72E-05,0,0,0.000153343,0,0.000164339,6.26E-05,5.35E-05,6.00E-05,0.000113045,8.35E-05,9.74E-05,6.77E-05,7.49E-05,0,8.90E-05,0.000131562,5.78E-05,0.0003981,2.75E-05
Francisella,0.000196477,0,0.000197239,4.98E-05,0.000296923,0,0.000105319,0.000114349,0.000136429,9.51E-05,0,0,0.000191728,4.17E-05,5.94E-06,9.99E-06,0,0,2.44E-05,0,0.000149751,1.41E-05,8.90E-05,0.000131562,0.00023106,0,8.25E-05
