genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27
Unclassified Saprospirales,0.000523937,0.000101879,2.82E-05,2.49E-05,3.71E-05,0.000248248,0.000140425,0.00020964,0.000218287,7.13E-05,0.0003578,9.24E-05,0,7.30E-05,0.000939271,0.000764465,0.000141307,0.000250553,0.027651229,0.000101564,7.49E-05,0.000169152,0.000266856,0.000263123,0,0.000142179,0
Streptococcus,0.001211605,0.001059538,0.002761341,0.002043308,0.003229039,0.002206653,0.002597859,0.001924873,0.002101012,0.001164559,0.000434471,0.002218661,0.000246508,0.000166964,4.46E-05,6.50E-05,0.00042392,0.00075166,0.000365435,0.000744803,0.000561566,0.001162922,0.000889521,0.00161163,0.001588539,0.001706145,0.000838557
Unclassified Spirochaetia,0.001899273,0.002302457,0.000535362,0.001520022,0.0004825,0.000330998,0.001193611,0.004783595,0.002101012,0.002424185,0.001328972,0.002064588,0.001972062,0.000960043,5.35E-05,0.000564605,0.00104567,0.000793419,0.001973348,0.001794299,0.000524129,0.001036058,0.000933998,0.000888041,0.000577651,0.00153553,0.000618608
Acidimicrobiaceae bacterium (no genus in NCBI),3.27E-05,2.04E-05,0.000197239,0.000124592,0,2.76E-05,0.001720204,0.000152465,8.19E-05,0.000427797,0.000281129,9.24E-05,0.000328677,0.000511327,0.000178343,0.000104927,5.65E-05,0.000292312,0.000365435,0.000101564,7.49E-05,2.82E-05,0.000244618,3.29E-05,8.66E-05,0.000284357,0.030408006
Unclassified Marinifilaceae,0.00091689,0.002119076,0.00064807,0.00062296,0.001744423,0.001765322,0.001825522,0.00102914,0.000845862,0.001354692,0.0016101,0.002095402,0.001369488,0.004424548,0.000383437,0.00031478,0.001723943,0.003465987,0.001291203,0.001523461,0.000861068,0.000436977,0.000911759,0.001315616,0.000750946,0.001706145,0.000467392
Unclassified Bacillota,0.001178859,0.000774278,0.001887856,0.000523286,0.001150577,0.002261819,0.001369142,0.000743268,0.001282436,0.000689229,0.001405643,0.001355849,0.003478499,0.008723873,0.000463691,0.000349755,0.000282614,0.002213221,0.00031671,0.001421897,0.001572386,0.000394689,0.00102295,0.001249836,0.000722063,0.001222737,0.000481139
Unclassified Roseobacteraceae,0.001309843,0.001405925,0.001155255,0.001221001,0.001039231,0.002730733,0.000912761,0.001581826,0.001418865,0.00109326,0.001533429,0.00234192,0.001561216,0.000699162,0.000511249,0.002513241,0.001808727,0.002129703,0.000877043,0.000947931,0.001272884,0.000528601,0.00102295,0.00164452,0.001617422,0.002530782,0.001168481
Unclassified Schleiferiaceae,0.001178859,0.001161417,0.003240349,0.002915452,0.002635193,0.001379158,0.002106372,0.001505594,0.001609867,0.001497291,0.002300143,0.001448293,0.002163791,0.000427845,0.000104033,0.000174878,0.002458738,0.002797845,0.000243623,0.001557316,0.002583205,0.000895097,0.002401708,0.001940534,0.002628311,0.002189553,0.001250962
Amphritea,0.003733054,0.004095521,0.000253593,0.00124592,0.000445385,0.000110333,0.001193611,0.004402432,0.002428443,0.003184713,0.002019015,0.001972143,0.002519858,0.001137443,8.62E-05,0.000434696,0.001102193,0.000668142,0.002582406,0.003046923,0.000599004,0.001226354,0.001289806,0.000559137,0.005343269,0.001279609,4.12E-05
Unclassified Stappiaceae,0.002488703,0.000896532,0.000958016,0.000921981,0.002189808,0.002041154,0.001895735,0.002973071,0.001118721,0.001473524,0.001942343,0.001663996,0.00224596,0.00059481,0.000288321,0.000834416,0.001441329,0.002338498,0.004214681,0.001794299,0.001235446,0.004736263,0.001489948,0.001710301,0.001184184,0.001819888,0.000907291
Unclassified Flavobacteriales,0.001408082,0.002587718,0.003127642,0.001644614,0.001670193,0.003585811,0.002106372,0.001829582,0.001800868,0.000974427,0.002351257,0.002372735,0.002903314,0.000699162,0.000567724,0.001204157,0.002232648,0.001545079,0.002046435,0.001862008,0.003069896,0.000641369,0.002357232,0.002598342,0.001964012,0.00247391,0.001594633
Unclassified Chlorobiales,0.000392953,0.000346387,0.000394477,0.000523286,0.000556731,0.000855078,0.000386168,0.000971965,0.000709433,0.000427797,0.001303414,0.000400592,0.005560121,0.000365234,0.009681034,7.00E-05,0.00062175,0.002505533,0.00063342,0.001421897,0.000636442,0.00014096,0.026174168,0.001512959,0.000982006,0.000995251,0.000192456
Unclassified Planctomycetota,0.002030257,0.001752313,0.001493378,0.000971817,0.002004231,0.002565234,0.002527646,0.002630024,0.002401157,0.001140793,0.0019679,0.001571552,0.001287319,0.001387889,0.0030883,0.00192865,0.0012435,0.006263833,0.003337637,0.002674521,0.002732956,0.00116997,0.00373599,0.002203657,0.00193513,0.002644525,0.000893544
Unclassified Spirochaetota,0.003471085,0.002791475,0.000112708,0.002716105,0.000259808,0.000965411,0.002141478,0.003849746,0.00297416,0.004444339,0.001942343,0.001448293,0.002410299,0.002671425,0.000344796,0.004217048,0.000960886,0.001336284,0.003971058,0.004028709,0.000823631,0.002494996,0.001156378,0.001480068,0.000808711,0.002872011,0.004055317
Unclassified Pseudanabaenaceae,0.003143624,0.001731937,0.003071288,0.002417084,0.003525962,0.002123904,0.002457434,0.001429361,0.002073726,0.002709383,0.003424658,0.002557624,0.002958094,0.001022655,0.000321017,0.000549615,0.003052227,0.004008853,0.00231442,0.00223441,0.003519149,0.000909193,0.002112613,0.002861466,0.002252838,0.002388603,0.000893544
Marinifilum,0.002816163,0.001568931,0.00202874,0.001619695,0.003266154,0.003282396,0.003299982,0.002706257,0.003820022,0.001734956,0.005929258,0.003081474,0.00230074,0.002389673,0.000359658,0.000254822,0.00228917,0.005804485,0.001754087,0.002098991,0.002358579,0.000838713,0.003357943,0.002861466,0.002657193,0.00381039,0.001058507
Unclassified Pseudomonadales,0.004224245,0.005093932,0.0003663,0.001968553,0.000630962,0.001213659,0.001720204,0.005279107,0.003028732,0.003873942,0.002990186,0.002742512,0.002875924,0.001961828,0.001260288,0.0045718,0.002260909,0.001419802,0.005164811,0.00331776,0.001909326,0.002438612,0.002312756,0.00164452,0.000462121,0.003952569,0.001388431
Unclassified Desulfobulbaceae,0.00209575,0.001833816,0.003493942,0.00264135,0.003377501,0.002841066,0.004809549,0.001905815,0.002373871,0.002447951,0.001507872,0.003851843,0.004245412,0.001492241,0.000416133,0.00049965,0.004408772,0.003340711,0.001973348,0.002640666,0.004754595,0.001036058,0.002312756,0.003486383,0.003437022,0.002872011,0.001498405
Unclassified Candidatus Poribacteria,0.001113367,0.000448266,0.000563539,0.000573123,0.000927885,0.000661996,0.001334035,0.000457396,0.000600289,0.000594163,0.000204457,0.001140145,0.001040811,0.000427845,0.000169426,0.000169881,0.001102193,0.00187915,0.000828319,0.000744803,0.001534948,0.000288968,0.000667141,0.000888041,0.000808711,0.000597151,0.052375454
Ruegeria,0.004224245,0.002608093,0.00101437,0.001594777,0.001521731,0.00976444,0.001614885,0.000952907,0.001691724,0.001117026,0.001891229,0.012202638,0.002054232,0.001575723,0.000428022,0.001104227,0.001752204,0.002839604,0.00126684,0.001388043,0.001198008,0.000465169,0.001556663,0.002006315,0.001184184,0.012426422,0.000714836
Allomuricauda,0.00242321,0.034210848,0.000422654,0.000847225,0.000556731,0.002427318,0.001228717,0.000743268,0.001173293,0.002020154,0.001405643,0.007487982,0.001040811,0.000918302,0.001394045,0.004267013,0.001215239,0.003131916,0.001534826,0.00108335,0.001160571,0.000401737,0.00135652,0.00082226,0.000635416,0.002815139,0.000343671
Candidatus Poribacteria bacterium (no genus in NCBI),0.000130984,0.00014263,0.000338123,2.49E-05,0.000111346,0.000220665,0.000386168,0,5.46E-05,0.000427797,0.000102229,9.24E-05,0,0.000229576,3.27E-05,7.49E-05,0.000113045,0.000334071,0,6.77E-05,0.000262064,2.82E-05,8.90E-05,0,0.000259943,0.000170614,0.074205433
Unclassified Bacteroidia,0.004191499,0.002628469,0.003099465,0.00231741,0.003860001,0.003144481,0.003826575,0.002344152,0.002892303,0.002947048,0.003169086,0.004190805,0.003834566,0.003850609,0.000490442,0.000759468,0.003447886,0.004718754,0.003629985,0.004130273,0.003930965,0.001226354,0.001534424,0.004275753,0.002657193,0.003241675,0.001209722
Unclassified Chloroflexota,0.002030257,0.002180203,0.001972387,0.001470185,0.002969231,0.003944392,0.00249254,0.00266814,0.001855439,0.001806255,0.0025046,0.002033773,0.002026842,0.001074831,0.011128582,0.00162886,0.001780466,0.003967094,0.003654347,0.00223441,0.003107334,0.001014914,0.002779754,0.005229575,0.00193513,0.002217988,0.012592104
Unclassified Desulfobacterales,0.003110878,0.002954481,0.001183432,0.002292492,0.002264039,0.004827054,0.003019133,0.004993234,0.005784605,0.002519251,0.006235944,0.003112289,0.002821145,0.005238498,0.001397018,0.001798741,0.002119602,0.005094584,0.003654347,0.00331776,0.002957583,0.001769051,0.004114037,0.002960137,0.004678971,0.00435067,0.006969647
Unclassified Endozoicomonadaceae,0.000785906,0.004380782,0.007551423,0.006603374,0.007831348,0.00645446,0.008109531,0.002153571,0.002919589,0.004967202,0.004932529,0.003235548,0.001342098,0.000626115,0.000523138,0.00019986,0.007545783,0.002964881,9.74E-05,0.003994854,0.003107334,0.00141665,0.003535848,0.007005657,0.003928025,0.001876759,0.00056362
Chlorobiales bacterium (no genus in NCBI),0.000196477,0.000326012,0.000112708,0.000523286,0.000408269,0.000661996,0.001439354,0.00051457,0.00032743,0.000166366,0.0005367,0.000369777,0.009750753,0.000166964,0.021216832,4.50E-05,0.000480443,0.002422015,0.000341072,0.001794299,0.000262064,8.46E-05,0.054327522,0.001710301,0.000837594,0.000369665,8.25E-05
Pseudomonadota bacterium (no genus in NCBI),0.001866527,0.000753902,0.000958016,0.004285963,0.001818654,0.002565234,0.003159558,0.002134512,0.003683593,0.001378458,0.001661214,0.001694811,0.002026842,0.002702731,0.000404243,0.005481163,0.001836988,0.003507746,0.002143884,0.00446882,0.00250833,0.043450988,0.002290518,0.003058808,0.002426133,0.005004692,0.007327065
Endozoicomonas,0.002619687,0.006988875,0.009157509,0.007450599,0.010949041,0.009736857,0.008249956,0.003849746,0.005429889,0.006773458,0.006670415,0.00415999,0.003040263,0.001137443,0.000621227,0.00031478,0.009043636,0.004217647,0.000682145,0.003554743,0.00400584,0.001910011,0.004136275,0.009176424,0.00638304,0.004890949,0.001086
Unclassified Rhodospirillales,0.006712948,0.001691185,0.001916033,0.001619695,0.0004825,0.002675567,0.001123398,0.004554897,0.001418865,0.001473524,0.002019015,0.002095402,0.001588606,0.001972263,0.070698003,0.002947936,0.002458738,0.002714327,0.007333057,0.001049496,0.005765415,0.000859857,0.008050169,0.001940534,0.000982006,0.002729832,0.003038051
Unclassified Rhodobacterales,0.004879167,0.003871388,0.00397295,0.003264309,0.003117693,0.006371711,0.003967,0.004307141,0.003847308,0.00313718,0.005980372,0.00597806,0.004683648,0.003088835,0.002811869,0.02667133,0.004295727,0.008435295,0.007552318,0.005247478,0.005054098,0.002537284,0.007205124,0.004802,0.00375473,0.006653965,0.007643242
Unclassified Arcobacteraceae,0.001080621,0.002832226,0.000704424,0.001021654,0.000705192,0.022535444,0.001439354,0.000952907,0.001609867,0.00102196,0.001814557,0.000893628,0.005724459,0.092967682,0.001046277,0.000219846,0.001102193,0.002004426,0.002801666,0.004638093,0.00149751,0.000338305,0.001400996,0.002499671,0.001184184,0.001308044,0.000618608
Chlamydia,0.006811186,0.005216186,0.014060299,0.008721437,0.018780388,0.004551222,0.014920133,0.007337386,0.009140768,0.005585132,0.001022286,0.015561445,0.002054232,0.001314842,8.32E-05,0.000154892,0.000763057,0.00263081,0.000487246,0.001049496,0.001385197,0.006082434,0.00373599,0.006939876,0.007018456,0.006142122,0.005746178
Unclassified Desulfovibrionales,0.004191499,0.003035984,0.013017751,0.009842765,0.008388079,0.006233795,0.006178691,0.00421185,0.007967475,0.006678391,0.007564915,0.007611241,0.008655163,0.001659205,0.000350741,0.000339762,0.010908885,0.006890216,0.000901406,0.006737084,0.00786193,0.001902963,0.006093222,0.008683068,0.014123559,0.007165809,0.004495216
Vibrio,0.002292226,0.001548555,0.002282333,0.002566594,0.003488847,0.027252165,0.002738283,0.001962989,0.002401157,0.002352885,0.003705786,0.0029274,0.004930156,0.084629914,0.000805514,0.000384731,0.002995704,0.004760513,0.002290058,0.005823008,0.002133952,0.000789377,0.001867995,0.003519274,0.002512781,0.00341229,0.001360937
Unclassified Acidobacteriota,0.00392953,0.024858389,0.001493378,0.002417084,0.0014475,0.017680808,0.001930841,0.003544815,0.001664438,0.002614317,0.001737886,0.002650068,0.002026842,0.003506245,0.025824017,0.048745878,0.005228352,0.002923122,0.013740346,0.00165888,0.007412676,0.001642187,0.002957659,0.001743192,0.001732952,0.009412233,0.005773672
Unclassified Flavobacteriaceae,0.005992534,0.024593504,0.001775148,0.002442002,0.002969231,0.029513985,0.005827629,0.00524099,0.00390188,0.004182907,0.006057044,0.011000863,0.003697617,0.005019357,0.003183417,0.015599081,0.013480669,0.008101224,0.010865593,0.003216196,0.013252967,0.002826252,0.003135563,0.005163794,0.002917136,0.005345921,0.017994611
Unclassified Candidatus Omnitrophota,0.000392953,0.000264884,0.000676247,0.004410555,0.000630962,0.000744745,0.000351062,0.000571744,0.00046386,0.000380264,0.001277857,0.000770369,0.0010682,0.001398324,0.000493415,0.189477366,0.000904364,0.00075166,0.00063342,0.001218769,0.000823631,0.013377125,0.001534424,0.001874753,0.001039771,0.000909944,0.01252337
Unclassified Clostridia,0.011559369,0.009454338,0.012792336,0.009543744,0.010318079,0.011750428,0.016464806,0.006937165,0.012278643,0.005276167,0.008357187,0.012603229,0.010435497,0.015705058,0.00157536,0.001663835,0.009439295,0.011943041,0.004823739,0.013745006,0.013178091,0.002960165,0.008961928,0.013945533,0.014008029,0.010208434,0.00373914
Enterobacter,0.008317506,0.00601084,0.014990138,0.011736563,0.015291541,0.011722844,0.011655257,0.007223037,0.008458621,0.007486453,0.01047843,0.009367681,0.009613804,0.00285926,0.001180034,0.00039972,0.014215465,0.030776298,0.001120667,0.01997427,0.014750477,0.002502044,0.006827077,0.011708986,0.016954048,0.012341115,0.00504509
Desulfovibrionales bacterium (no genus in NCBI),0.00769533,0.006418354,0.024091293,0.016371384,0.018149427,0.009350692,0.008530806,0.00811877,0.01296079,0.011788193,0.01334083,0.009121164,0.016050397,0.002619249,0.000585558,0.000589587,0.021026453,0.012569424,0.001218116,0.011781434,0.012317023,0.003855262,0.011830635,0.015622944,0.025041158,0.013563852,0.010007698
Unclassified Bacteroidota,0.006287249,0.009596968,0.004790082,0.007002068,0.008350963,0.013212335,0.009268036,0.008271236,0.006439466,0.005989162,0.00904723,0.007765315,0.012681457,0.012125766,0.007020756,0.006455481,0.008224056,0.013362843,0.0896046,0.006398537,0.010257946,0.003538102,0.009918164,0.008222602,0.009213529,0.007478602,0.004220279
Unclassified Cohaesibacteraceae,0.025181741,0.024002608,0.009692871,0.020632429,0.008313848,0.009543774,0.016183956,0.029330487,0.024311714,0.02709383,0.017838888,0.0173487,0.017666393,0.013085809,0.001361349,0.012651144,0.014243726,0.011567211,0.028430823,0.021836279,0.011718019,0.015223704,0.01461039,0.01368241,0.018282644,0.021326812,0.015437699
Phycisphaerales bacterium (no genus in NCBI),0.029929923,0.020599861,0.027387997,0.024669208,0.040010392,0.031031059,0.039810427,0.023479636,0.0316789,0.023623919,0.031026375,0.037100949,0.033141605,0.010842229,0.003388511,0.004551814,0.026537418,0.048983171,0.020318172,0.033042183,0.040245592,0.00924699,0.022705035,0.033449546,0.029806776,0.031563682,0.01278456
Unclassified Oceanospirillales,0.018108586,0.047781083,0.06599042,0.054446687,0.065508666,0.057979809,0.068457083,0.023803625,0.033070479,0.049196692,0.035089961,0.031215333,0.015886059,0.008160369,0.004922257,0.001448986,0.070286005,0.019334363,0.004580115,0.032161961,0.029089139,0.015681825,0.030933108,0.057985791,0.03783612,0.021554298,0.00617233
Unclassified Hyphomicrobiales,0.04669592,0.038958393,0.029839391,0.037776283,0.025201351,0.028410658,0.037458311,0.045396505,0.045867554,0.035958741,0.028879575,0.035560212,0.03599014,0.019826983,0.017412189,0.029839113,0.028967895,0.034659874,0.04280459,0.045602275,0.037550073,0.027219419,0.032712151,0.039928957,0.036132051,0.038388262,0.020592764
Cohaesibacter,0.052360993,0.048779494,0.024513948,0.045351474,0.019968081,0.020659789,0.028049851,0.062625069,0.054735463,0.054401559,0.043370476,0.037655614,0.038811285,0.024773294,0.003168555,0.022609174,0.030917929,0.023760805,0.05206227,0.052610197,0.02624387,0.026098785,0.031088774,0.027825286,0.047367357,0.046122786,0.026600132
Unclassified Phycisphaerales,0.046597682,0.028200008,0.032797971,0.032094889,0.057306165,0.043829646,0.053466737,0.0322845,0.046276842,0.036125107,0.045823962,0.053802539,0.050178033,0.015298083,0.004604213,0.006715299,0.039933303,0.069277989,0.03018491,0.051391428,0.052899554,0.014850159,0.036603807,0.04982897,0.039395777,0.043364518,0.017018586
Spirochaetales bacterium (no genus in NCBI),0.045222346,0.03663556,0.092871231,0.077122424,0.066585013,0.037926849,0.039529577,0.043814679,0.058173484,0.060153056,0.05847475,0.046098854,0.075540948,0.015757234,0.003002101,0.002083542,0.068901198,0.043303963,0.014032694,0.055995667,0.05799109,0.018804093,0.050435866,0.06512301,0.087254137,0.056160605,0.034408336
Lutimaribacter,0.076756828,0.0615347,0.046069315,0.041140266,0.057083473,0.054366415,0.061786905,0.064969221,0.059210347,0.058727065,0.085003067,0.070134352,0.060750479,0.02583769,0.004720136,0.006010792,0.062146733,0.089489289,0.04438814,0.06503487,0.054659129,0.024710327,0.05921989,0.063182476,0.05401034,0.065914067,0.022214891
Unclassified Spirochaetales,0.084845111,0.085598435,0.079346295,0.079564427,0.060720781,0.035389198,0.048551869,0.085285205,0.081612049,0.100960167,0.080428338,0.072414643,0.09101616,0.028957831,0.002571107,0.002548216,0.079894868,0.039587422,0.042609691,0.069334417,0.054172438,0.033259564,0.054483188,0.065287462,0.076307657,0.069212614,0.03178269
Unclassified Alphaproteobacteria,0.055799332,0.037654346,0.037024514,0.046123944,0.038006161,0.042974568,0.046375285,0.057936765,0.046385986,0.045298983,0.044239419,0.046715149,0.053820871,0.028196058,0.432216413,0.063725392,0.045981234,0.048147993,0.077277268,0.056029521,0.065815582,0.034006653,0.065468778,0.04499408,0.037431765,0.05653027,0.04034697
Unclassified Gammaproteobacteria,0.050854673,0.073250744,0.107438715,0.080062794,0.108933675,0.096485905,0.103142005,0.045930133,0.059292204,0.072369046,0.071534451,0.065234808,0.049575459,0.052124096,0.013256805,0.017772559,0.112084558,0.068192258,0.025458621,0.066422913,0.084571899,0.027938316,0.060064935,0.089955269,0.073997054,0.056444963,0.035095678
Unclassified Pseudomonadota,0.12653088,0.115774889,0.056861088,0.10849468,0.060312512,0.068461411,0.091592066,0.143850889,0.107124342,0.117287765,0.099468411,0.095648958,0.088331964,0.071199741,0.158427731,0.160947337,0.083936242,0.082974903,0.134528711,0.107827206,0.092284078,0.446850949,0.095067604,0.082061571,0.076712012,0.102311826,0.128972836
Unclassified Bacteria,0.157213963,0.144871429,0.196167935,0.180284568,0.191144268,0.14431511,0.155731087,0.163709478,0.170946001,0.166745888,0.14667246,0.172316036,0.158778417,0.290569661,0.116225913,0.213075847,0.14534818,0.143817597,0.175822837,0.143679328,0.150312605,0.160173099,0.159513432,0.160406525,0.186725587,0.16978986,0.189926317
