"","Bn","P.val","P.adj","Below.LOQ","Taxon","class"
"Shigella",0.135032703710496,8.71884768319686e-11,1.21190659754299e-10,"Y","Shigella","Generalist"
"Shimia",0.517137716641235,0.0138195957239199,0.014191423411559,"Y","Shimia","Generalist"
"Shinella",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Shinella","Specialist"
"Silanimonas",0.0303431534811873,3.1838391301917e-14,7.30926477006415e-14,"Y","Silanimonas","Specialist"
"Silicimonas",0.02029541245416,1.39868669816489e-14,4.75228326090563e-14,"Y","Silicimonas","Specialist"
"Simkania",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Simkania","Specialist"
"Sinorhizobium",0.042881380919897,8.75001879264506e-14,1.7126105158254e-13,"Y","Sinorhizobium","Generalist"
"Sneathiella",0.123662815575525,3.91038156430185e-11,5.60549219546244e-11,"Y","Sneathiella","Generalist"
"Sneathiellales bacterium (no genus in NCBI)",0.141520467836257,1.36909525606965e-10,1.87738211760449e-10,"Y","Sneathiellales bacterium (no genus in NCBI)","Generalist"
"Sphingomonadales bacterium (no genus in NCBI)",0.0390828556539864,6.45329192343339e-14,1.29916822019012e-13,"Y","Sphingomonadales bacterium (no genus in NCBI)","Specialist"
"Sphingorhabdus",0.0242914979757085,1.94253306387918e-14,5.42487892229675e-14,"Y","Sphingorhabdus","Specialist"
"Spirochaetaceae bacterium (no genus in NCBI)",0.167346532683316,7.88638679357507e-10,1.02904990070011e-09,"Y","Spirochaetaceae bacterium (no genus in NCBI)","Generalist"
"Spirochaetales bacterium (no genus in NCBI)",0.775048566833623,0.79846001750804,0.801962035128689,"N","Spirochaetales bacterium (no genus in NCBI)","Intermediate"
"Spirochaetota bacterium (no genus in NCBI)",0.0280701754385965,2.64580891738651e-14,6.394619969198e-14,"Y","Spirochaetota bacterium (no genus in NCBI)","Specialist"
"Spiroplasma",0.0429697431985762,8.8120460121618e-14,1.72107337892115e-13,"Y","Spiroplasma","Generalist"
"Spongiibacter",0.167084377610693,7.75027070740736e-10,1.01273152182384e-09,"Y","Spongiibacter","Generalist"
"Staphylococcus",0.105018653139119,1.0185072716481e-11,1.53194197180568e-11,"Y","Staphylococcus","Generalist"
"Stappia",0.0378947368421052,5.86518995367167e-14,1.19655100168447e-13,"Y","Stappia","Specialist"
"Streptococcus",0.0405010871387769,7.23153307293723e-14,1.44001832495881e-13,"N","Streptococcus","Generalist"
"Streptomyces",0.354107490949595,2.92088050078333e-05,3.16630359611542e-05,"Y","Streptomyces","Generalist"
"Sulfidibacter",0.0240342938794951,1.90199707217556e-14,5.37725098182968e-14,"Y","Sulfidibacter","Specialist"
"Sulfitobacter",0.0261794382328879,2.26724514745631e-14,5.80110769572621e-14,"Y","Sulfitobacter","Specialist"
"Sulfuricaulis",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Sulfuricaulis","Specialist"
"Sulfuriroseicoccus",0.126166480029862,4.67117467389556e-11,6.66479127926544e-11,"Y","Sulfuriroseicoccus","Generalist"
"Sulfurospirillum",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Sulfurospirillum","Specialist"
"Sunxiuqinia",0.0701754385964912,7.447443425285e-13,1.2380867835864e-12,"Y","Sunxiuqinia","Generalist"
"Symploca",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Symploca","Specialist"
"Tenacibaculum",0.115992460490068,2.25860771125967e-11,3.33153730034437e-11,"Y","Tenacibaculum","Generalist"
"Terriglobia bacterium (no genus in NCBI)",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Terriglobia bacterium (no genus in NCBI)","Specialist"
"Thalassospira",0.101054817729683,7.61431579767504e-12,1.150942783939e-11,"Y","Thalassospira","Generalist"
"Thalassotalea",0.32910337036887,8.87199523404663e-06,9.81491260191632e-06,"Y","Thalassotalea","Generalist"
"Thermoanaerobaculia bacterium (no genus in NCBI)",0.0473684210526316,1.25118791175793e-13,2.33895536157198e-13,"Y","Thermoanaerobaculia bacterium (no genus in NCBI)","Generalist"
"Thermoflexibacter",0.031578947368421,3.52011512952091e-14,7.80732556571709e-14,"Y","Thermoflexibacter","Specialist"
"Thioalkalivibrio",0.142322097378277,1.44713972773416e-10,1.97552904710058e-10,"Y","Thioalkalivibrio","Generalist"
"Thiocystis",0.0216154721274175,1.55928804551427e-14,4.94224169443279e-14,"Y","Thiocystis","Specialist"
"Thiohalocapsa",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Thiohalocapsa","Specialist"
"Thiolapillus",0.0302480338777979,3.15930648363581e-14,7.28948296979949e-14,"Y","Thiolapillus","Specialist"
"Thiomargarita",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Thiomargarita","Specialist"
"Thiorhodococcus",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Thiorhodococcus","Specialist"
"Thiorhodovibrio",0.0185600412363543,1.21209589625292e-14,4.33703062877998e-14,"Y","Thiorhodovibrio","Specialist"
"Thiotrichaceae bacterium (no genus in NCBI)",0.61845519110252,0.163174831941853,0.166445596947369,"Y","Thiotrichaceae bacterium (no genus in NCBI)","Intermediate"
"Thiotrichales bacterium (no genus in NCBI)",0.0730994152046783,9.32273769524132e-13,1.52221528143334e-12,"Y","Thiotrichales bacterium (no genus in NCBI)","Generalist"
"Tissierellales bacterium (no genus in NCBI)",0.0202270381836945,1.39082695256445e-14,4.75228326090563e-14,"Y","Tissierellales bacterium (no genus in NCBI)","Specialist"
"Treponema",0.0337381916329285,4.19346710135824e-14,9.05947137934941e-14,"Y","Treponema","Specialist"
"Trichodesmium",0.0487329434697856,1.3943267707284e-13,2.56466530519521e-13,"Y","Trichodesmium","Generalist"
"Tritonibacter",0.151820993926257,2.77651851352284e-10,3.72370564917558e-10,"Y","Tritonibacter","Generalist"
"Ulvibacterium",0.056140350877193,2.50147069841404e-13,4.4149270900718e-13,"Y","Ulvibacterium","Generalist"
"Unclassified Abditibacteriota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Abditibacteriota","Specialist"
"Unclassified Acanthopleuribacteraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Acanthopleuribacteraceae","Specialist"
"Unclassified Acanthopleuribacterales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Acanthopleuribacterales","Specialist"
"Unclassified Acetobacteraceae",0.0324640907404463,3.78220587519973e-14,8.30478588049881e-14,"Y","Unclassified Acetobacteraceae","Specialist"
"Unclassified Acholeplasmatales",0.120695722113306,3.16473827718658e-11,4.57962126682924e-11,"Y","Unclassified Acholeplasmatales","Generalist"
"Unclassified Acidaminobacteraceae",0.450612833453497,0.00156258613514019,0.00163021514782279,"Y","Unclassified Acidaminobacteraceae","Generalist"
"Unclassified Acidimicrobiaceae",0.0239147682611934,1.88344387500292e-14,5.35055037079168e-14,"Y","Unclassified Acidimicrobiaceae","Specialist"
"Unclassified Acidimicrobiales",0.0269773869110171,2.42002877598352e-14,5.99120637513758e-14,"Y","Unclassified Acidimicrobiales","Specialist"
"Unclassified Acidimicrobiia",0.108357338110362,1.29956063801125e-11,1.94509402682729e-11,"Y","Unclassified Acidimicrobiia","Generalist"
"Unclassified Acidobacteriaceae",0.0298068403331561,3.04792606844241e-14,7.11144700394898e-14,"Y","Unclassified Acidobacteriaceae","Specialist"
"Unclassified Acidobacteriota",0.0710454335322946,7.96288229684855e-13,1.31898737502952e-12,"N","Unclassified Acidobacteriota","Generalist"
"Unclassified Actinomycetes",0.169994970563001,9.3990521903989e-10,1.22121018530573e-09,"Y","Unclassified Actinomycetes","Generalist"
"Unclassified Actinomycetota",0.21441438736602,1.59232441849332e-08,1.9318796918409e-08,"Y","Unclassified Actinomycetota","Generalist"
"Unclassified Aeromonadaceae",0.098853407911854,6.47362914812704e-12,9.85023970047237e-12,"Y","Unclassified Aeromonadaceae","Generalist"
"Unclassified Aeromonadales",0.123063132283263,3.74698887621963e-11,5.38813471054503e-11,"Y","Unclassified Aeromonadales","Generalist"
"Unclassified Ahrensiaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Ahrensiaceae","Specialist"
"Unclassified Akkermansiaceae",0.225280067638977,3.07995383055124e-08,3.67827602188388e-08,"Y","Unclassified Akkermansiaceae","Generalist"
"Unclassified Alcaligenaceae",0.0465491654977537,1.17229313893529e-13,2.209507233055e-13,"Y","Unclassified Alcaligenaceae","Generalist"
"Unclassified Alphaproteobacteria",0.0452311561074175,1.05551090341971e-13,2.02064999695806e-13,"N","Unclassified Alphaproteobacteria","Generalist"
"Unclassified Alteromonadaceae",0.466566510567522,0.00274697330081265,0.00285286569562856,"Y","Unclassified Alteromonadaceae","Generalist"
"Unclassified Alteromonadales",0.072441822353996,8.86427396215799e-13,1.45775133740336e-12,"Y","Unclassified Alteromonadales","Generalist"
"Unclassified Amoebophilaceae",0.0359858850913303,5.02884810069987e-14,1.03584989772815e-13,"Y","Unclassified Amoebophilaceae","Specialist"
"Unclassified Anaerohalosphaeraceae",0.0221405040986747,1.62809120393518e-14,5.06997833296945e-14,"Y","Unclassified Anaerohalosphaeraceae","Specialist"
"Unclassified Anaerolineaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Anaerolineaceae","Specialist"
"Unclassified Anaerolineae",0.0252236885065757,2.09669731947234e-14,5.66541222606686e-14,"Y","Unclassified Anaerolineae","Specialist"
"Unclassified Anaerolineales",0.0268535484144758,2.39567025259758e-14,5.9469754779929e-14,"Y","Unclassified Anaerolineales","Specialist"
"Unclassified Aphanizomenonaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Aphanizomenonaceae","Specialist"
"Unclassified Archangiaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Archangiaceae","Specialist"
"Unclassified Arcobacteraceae",0.0389497828341215,6.38464279544364e-14,1.29102269329501e-13,"N","Unclassified Arcobacteraceae","Specialist"
"Unclassified Ardenticatenaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Ardenticatenaceae","Specialist"
"Unclassified Armatimonadota",0.119028340080972,2.80880655864188e-11,4.09040827935765e-11,"Y","Unclassified Armatimonadota","Generalist"
"Unclassified Aurantimonadaceae",0.0359942409214525,5.03224022367933e-14,1.03584989772815e-13,"Y","Unclassified Aurantimonadaceae","Specialist"
"Unclassified Azospirillaceae",0.0251400200289017,2.08238248288289e-14,5.66012568047693e-14,"Y","Unclassified Azospirillaceae","Specialist"
"Unclassified Bacillales",0.0796490023548401,1.53656709722865e-12,2.46496578119342e-12,"Y","Unclassified Bacillales","Generalist"
"Unclassified Bacilli",0.043687512092105,9.33216929521701e-14,1.81491869945197e-13,"Y","Unclassified Bacilli","Generalist"
"Unclassified Bacillota",0.186557892910277,2.76805850324736e-09,3.45912904362153e-09,"N","Unclassified Bacillota","Generalist"
"Unclassified Bacteria",0.216017200632528,1.75648192612198e-08,2.12541274019516e-08,"N","Unclassified Bacteria","Generalist"
"Unclassified Bacteriovoracales",0.487694391257647,0.00556919091043526,0.00576426991407762,"Y","Unclassified Bacteriovoracales","Generalist"
"Unclassified Bacteroidaceae",0.176470588235294,1.43887179709798e-09,1.83311066222774e-09,"Y","Unclassified Bacteroidaceae","Generalist"
"Unclassified Bacteroidales",0.094945122883276,4.84675001297993e-12,7.44903189914364e-12,"Y","Unclassified Bacteroidales","Generalist"
"Unclassified Bacteroidia",0.318739328545498,5.3094014677092e-06,5.9309899322215e-06,"N","Unclassified Bacteroidia","Generalist"
"Unclassified Bacteroidota",0.324189149300055,6.96490849762993e-06,7.72379683272278e-06,"N","Unclassified Bacteroidota","Generalist"
"Unclassified Balneolales",0.0204325498765142,1.4145828486161e-14,4.75228326090563e-14,"Y","Unclassified Balneolales","Specialist"
"Unclassified Balneolia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Balneolia","Specialist"
"Unclassified Balneolota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Balneolota","Specialist"
"Unclassified Bdellovibrionia",0.0350877192982456,4.67704074666818e-14,9.67081111500688e-14,"Y","Unclassified Bdellovibrionia","Specialist"
"Unclassified Bdellovibrionota",0.191589081005763,3.8204261030714e-09,4.73546726713586e-09,"Y","Unclassified Bdellovibrionota","Generalist"
"Unclassified Betaproteobacteria",0.252251718333072,1.49913291637859e-07,1.75153794821784e-07,"Y","Unclassified Betaproteobacteria","Generalist"
"Unclassified Blastocatellales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Blastocatellales","Specialist"
"Unclassified Blastocatellia",0.16954158914362,9.12140891231866e-10,1.18850790379572e-09,"Y","Unclassified Blastocatellia","Generalist"
"Unclassified Brucellaceae",0.0264354377461366,2.31519784806433e-14,5.86947500729128e-14,"Y","Unclassified Brucellaceae","Specialist"
"Unclassified Bryobacterales",0.0290752456589043,2.87168563475194e-14,6.81467368246832e-14,"Y","Unclassified Bryobacterales","Specialist"
"Unclassified Budviciaceae",0.219679633867277,2.19563522120194e-08,2.63591331929355e-08,"Y","Unclassified Budviciaceae","Generalist"
"Unclassified Burkholderiaceae",0.0884520370137755,2.98554934101802e-12,4.64306145394313e-12,"Y","Unclassified Burkholderiaceae","Generalist"
"Unclassified Burkholderiales",0.0530210747643736,1.95714809402127e-13,3.48783590296397e-13,"Y","Unclassified Burkholderiales","Generalist"
"Unclassified Butyricicoccaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Butyricicoccaceae","Specialist"
"Unclassified Caldilineaceae",0.151063046461401,2.63679338955285e-10,3.55191580122119e-10,"Y","Unclassified Caldilineaceae","Generalist"
"Unclassified Calditrichota",0.0645933014354068,4.83812542583699e-13,8.20689424086424e-13,"Y","Unclassified Calditrichota","Generalist"
"Unclassified Campylobacterales",0.165190851928835,6.83292689058035e-10,8.95416456619686e-10,"N","Unclassified Campylobacterales","Generalist"
"Unclassified Campylobacterota",0.171378773074181,1.02984088594925e-09,1.33051375392032e-09,"Y","Unclassified Campylobacterota","Generalist"
"Unclassified Candidatus Aminicenantes",0.0858896952694598,2.46283622002369e-12,3.87621645625722e-12,"Y","Unclassified Candidatus Aminicenantes","Generalist"
"Unclassified Candidatus Bipolaricaulota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Bipolaricaulota","Specialist"
"Unclassified Candidatus Brocadiaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Brocadiaceae","Specialist"
"Unclassified Candidatus Brocadiales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Brocadiales","Specialist"
"Unclassified Candidatus Brocadiia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Brocadiia","Specialist"
"Unclassified Candidatus Cloacimonadaceae",0.177907732293697,1.58051287981406e-09,2.00797475438236e-09,"Y","Unclassified Candidatus Cloacimonadaceae","Generalist"
"Unclassified Candidatus Cloacimonadota",0.130714109216704,6.44031183340674e-11,9.07588559907781e-11,"Y","Unclassified Candidatus Cloacimonadota","Generalist"
"Unclassified Candidatus Competibacteraceae",0.0224561403508772,1.6708824637973e-14,5.06997833296945e-14,"Y","Unclassified Candidatus Competibacteraceae","Specialist"
"Unclassified Candidatus Dadabacteria",0.0424282463480878,8.43861545370562e-14,1.65874930377561e-13,"Y","Unclassified Candidatus Dadabacteria","Generalist"
"Unclassified Candidatus Delongbacteria",0.171929824561403,1.06794437508827e-09,1.37779865856458e-09,"Y","Unclassified Candidatus Delongbacteria","Generalist"
"Unclassified Candidatus Eisenbacteria",0.0210178912628105,1.48445434524514e-14,4.77108835173527e-14,"Y","Unclassified Candidatus Eisenbacteria","Specialist"
"Unclassified Candidatus Falkowbacteria",0.131538735509369,6.82487197225015e-11,9.60304566295105e-11,"Y","Unclassified Candidatus Falkowbacteria","Generalist"
"Unclassified Candidatus Gastranaerophilales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Gastranaerophilales","Specialist"
"Unclassified Candidatus Giovannonibacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Giovannonibacteria","Specialist"
"Unclassified Candidatus Gottesmanbacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Gottesmanbacteria","Specialist"
"Unclassified Candidatus Hydrogenedentales",0.0280701754385965,2.64580891738651e-14,6.394619969198e-14,"Y","Unclassified Candidatus Hydrogenedentales","Specialist"
"Unclassified Candidatus Hydrogenedentia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Hydrogenedentia","Specialist"
"Unclassified Candidatus Hydrogenedentota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Hydrogenedentota","Specialist"
"Unclassified Candidatus Kaiserbacteria",0.0228532937279476,1.72629990356133e-14,5.1845597103678e-14,"Y","Unclassified Candidatus Kaiserbacteria","Specialist"
"Unclassified Candidatus Latescibacterota",0.0443524541691307,9.84087294762784e-14,1.90173831646141e-13,"Y","Unclassified Candidatus Latescibacterota","Generalist"
"Unclassified Candidatus Melainabacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Melainabacteria","Specialist"
"Unclassified Candidatus Neomarinimicrobiota",0.0837460256050815,2.09539552109623e-12,3.33226093285441e-12,"Y","Unclassified Candidatus Neomarinimicrobiota","Generalist"
"Unclassified Candidatus Nomurabacteria",0.0495939495381563,1.49280265718994e-13,2.71850344728824e-13,"Y","Unclassified Candidatus Nomurabacteria","Generalist"
"Unclassified Candidatus Omnitrophota",0.0224118983546713,1.6648184987699e-14,5.06997833296945e-14,"N","Unclassified Candidatus Omnitrophota","Specialist"
"Unclassified Candidatus Paceibacterota",0.0394053625543095,6.62269029295084e-14,1.32743639132231e-13,"Y","Unclassified Candidatus Paceibacterota","Specialist"
"Unclassified Candidatus Parcubacteria",0.0272010300981812,2.46463723198104e-14,6.08519596898822e-14,"Y","Unclassified Candidatus Parcubacteria","Specialist"
"Unclassified Candidatus Pelagibacterales",0.203128302684422,7.91712824877315e-09,9.65657719823729e-09,"Y","Unclassified Candidatus Pelagibacterales","Generalist"
"Unclassified Candidatus Peribacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Peribacteria","Specialist"
"Unclassified Candidatus Persebacteraceae",0.0346598202824133,4.51805903037691e-14,9.51388982028794e-14,"Y","Unclassified Candidatus Persebacteraceae","Specialist"
"Unclassified Candidatus Polarisedimenticolaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Polarisedimenticolaceae","Specialist"
"Unclassified Candidatus Polarisedimenticolia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Polarisedimenticolia","Specialist"
"Unclassified Candidatus Poribacteria",0.0264878302459251,2.32513405678234e-14,5.86947500729128e-14,"N","Unclassified Candidatus Poribacteria","Specialist"
"Unclassified Candidatus Promineifilaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Promineifilaceae","Specialist"
"Unclassified Candidatus Riflebacteria",0.0474158368895211,1.25591048248395e-13,2.34300204064216e-13,"Y","Unclassified Candidatus Riflebacteria","Generalist"
"Unclassified Candidatus Saccharibacteria",0.154469507101086,3.32388694156446e-10,4.43184925541927e-10,"Y","Unclassified Candidatus Saccharibacteria","Generalist"
"Unclassified Candidatus Saccharimonadales",0.0393374741200828,6.58667212637974e-14,1.32311220784295e-13,"Y","Unclassified Candidatus Saccharimonadales","Specialist"
"Unclassified Candidatus Schekmanbacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Schekmanbacteria","Specialist"
"Unclassified Candidatus Sumerlaeia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Sumerlaeia","Specialist"
"Unclassified Candidatus Sumerlaeota",0.0458276084248732,1.10687039208922e-13,2.0991579278545e-13,"Y","Unclassified Candidatus Sumerlaeota","Generalist"
"Unclassified Candidatus Sungiibacteriota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Sungiibacteriota","Specialist"
"Unclassified Candidatus Tectomicrobia",0.044132069303694,9.66932241339073e-14,1.87253685637757e-13,"Y","Unclassified Candidatus Tectomicrobia","Generalist"
"Unclassified Candidatus Terrybacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Terrybacteria","Specialist"
"Unclassified Candidatus Tethybacterales",0.0257997936016512,2.19792530600964e-14,5.67677274522711e-14,"Y","Unclassified Candidatus Tethybacterales","Specialist"
"Unclassified Candidatus Uhrbacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Uhrbacteria","Specialist"
"Unclassified Candidatus Vogelbacteria",0.0274063537221432,2.50630319174364e-14,6.13843241614218e-14,"Y","Unclassified Candidatus Vogelbacteria","Specialist"
"Unclassified Candidatus Wolfebacteria",0.0255470136014193,2.15293048879092e-14,5.67677274522711e-14,"Y","Unclassified Candidatus Wolfebacteria","Specialist"
"Unclassified Candidatus Yanofskybacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Candidatus Yanofskybacteria","Specialist"
"Unclassified Candidatus Zambryskibacteria",0.0345479082321188,4.47736351254883e-14,9.47211739669817e-14,"Y","Unclassified Candidatus Zambryskibacteria","Specialist"
"Unclassified Catalimonadaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Catalimonadaceae","Specialist"
"Unclassified Caulobacteraceae",0.0548245614035088,2.2557813861256e-13,3.9889879337665e-13,"Y","Unclassified Caulobacteraceae","Generalist"
"Unclassified Caulobacterales",0.0302480338777979,3.15930648363581e-14,7.28948296979949e-14,"Y","Unclassified Caulobacterales","Specialist"
"Unclassified Cellvibrionaceae",0.250122296881137,1.32683143907694e-07,1.55419130203897e-07,"Y","Unclassified Cellvibrionaceae","Generalist"
"Unclassified Cellvibrionales",0.212736894241547,1.43649756110175e-08,1.74513496812892e-08,"Y","Unclassified Cellvibrionales","Generalist"
"Unclassified Chitinibacteraceae",0.155281821575214,3.51194505531385e-10,4.67578731201669e-10,"Y","Unclassified Chitinibacteraceae","Generalist"
"Unclassified Chitinophagaceae",0.14248285428065,1.463305893388e-10,1.99462529515388e-10,"Y","Unclassified Chitinophagaceae","Generalist"
"Unclassified Chitinophagales",0.0971777269260105,5.71930820807715e-12,8.71694894941542e-12,"Y","Unclassified Chitinophagales","Generalist"
"Unclassified Chitinophagia",0.0302978352009725,3.17212764767608e-14,7.30067569163642e-14,"Y","Unclassified Chitinophagia","Specialist"
"Unclassified Chlamydiaceae",0.0625947585011912,4.14237549318588e-13,7.10564784973458e-13,"Y","Unclassified Chlamydiaceae","Generalist"
"Unclassified Chlamydiales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Chlamydiales","Specialist"
"Unclassified Chlamydiia",0.0818790121101544,1.81959680374642e-12,2.9037468157347e-12,"Y","Unclassified Chlamydiia","Generalist"
"Unclassified Chlamydiota",0.477445650620523,0.00397548240156951,0.0041193912667847,"Y","Unclassified Chlamydiota","Generalist"
"Unclassified Chlorobiaceae",0.0498160757639972,1.51929741283004e-13,2.76126275823873e-13,"N","Unclassified Chlorobiaceae","Generalist"
"Unclassified Chlorobiales",0.0621615177827269,4.00504733147646e-13,6.89590856321887e-13,"N","Unclassified Chlorobiales","Generalist"
"Unclassified Chlorobiia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Chlorobiia","Specialist"
"Unclassified Chlorobiota",0.0440721784547662,9.62321273502051e-14,1.86755569179635e-13,"Y","Unclassified Chlorobiota","Generalist"
"Unclassified Chloroflexaceae",0.140453472863445,1.27156811071231e-10,1.75151336753756e-10,"Y","Unclassified Chloroflexaceae","Generalist"
"Unclassified Chloroflexales",0.182829675685442,2.17626305274164e-09,2.73826504987821e-09,"Y","Unclassified Chloroflexales","Generalist"
"Unclassified Chloroflexia",0.0768093354114214,1.23798105562511e-12,1.9929536853297e-12,"Y","Unclassified Chloroflexia","Generalist"
"Unclassified Chloroflexota",0.072067630871771,8.61334921921496e-13,1.4241566579063e-12,"N","Unclassified Chloroflexota","Generalist"
"Unclassified Chloroherpetonaceae",0.0265816055289739,2.34302332271777e-14,5.88140677688157e-14,"Y","Unclassified Chloroherpetonaceae","Specialist"
"Unclassified Chromatiaceae",0.0195857711924676,1.31919556615688e-14,4.6533644137865e-14,"Y","Unclassified Chromatiaceae","Specialist"
"Unclassified Chromatiales",0.0288219170907509,2.81302667948767e-14,6.69281152833951e-14,"N","Unclassified Chromatiales","Specialist"
"Unclassified Chroococcales",0.105737246928041,1.07346335619182e-11,1.61195481028149e-11,"Y","Unclassified Chroococcales","Generalist"
"Unclassified Clostridia",0.41628815409106,0.000424387155701116,0.00044785556984127,"N","Unclassified Clostridia","Generalist"
"Unclassified Clostridiaceae",0.083878851357249,2.11650922578209e-12,3.36000424751541e-12,"Y","Unclassified Clostridiaceae","Generalist"
"Unclassified Cohaesibacteraceae",0.732269126382656,0.845104289139269,0.846953532660362,"N","Unclassified Cohaesibacteraceae","Intermediate"
"Unclassified Colwelliaceae",0.534332275996178,0.0225624833452753,0.0231177122419152,"Y","Unclassified Colwelliaceae","Generalist"
"Unclassified Coriobacteriales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Coriobacteriales","Specialist"
"Unclassified Crocinitomicaceae",0.0318388564002599,3.59516392142796e-14,7.93534976392291e-14,"Y","Unclassified Crocinitomicaceae","Specialist"
"Unclassified Cyanobacteriota",0.178248373282886,1.61602754947077e-09,2.05025101844214e-09,"Y","Unclassified Cyanobacteriota","Generalist"
"Unclassified Cyanophyceae",0.0859996501137673,2.48329812128329e-12,3.90171711680187e-12,"N","Unclassified Cyanophyceae","Generalist"
"Unclassified Cyanothecaceae",0.0955165692007797,5.05678418296696e-12,7.74584333043115e-12,"Y","Unclassified Cyanothecaceae","Generalist"
"Unclassified Cyclobacteriaceae",0.335441791124245,1.20763918860507e-05,1.32637589539838e-05,"Y","Unclassified Cyclobacteriaceae","Generalist"
"Unclassified Cytophagales",0.131805251043992,6.95389563583658e-11,9.75462236206172e-11,"Y","Unclassified Cytophagales","Generalist"
"Unclassified Cytophagia",0.162877960089615,5.85532063217184e-10,7.72834826955246e-10,"Y","Unclassified Cytophagia","Generalist"
"Unclassified Dehalococcoidales",0.0210178912628105,1.48445434524514e-14,4.77108835173527e-14,"Y","Unclassified Dehalococcoidales","Specialist"
"Unclassified Dehalococcoidia",0.0839865621500561,2.13378380733531e-12,3.38156741785319e-12,"Y","Unclassified Dehalococcoidia","Generalist"
"Unclassified Deinococcaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Deinococcaceae","Specialist"
"Unclassified Deltaproteobacteria",0.35606413392379,3.19735871328045e-05,3.46191558080957e-05,"Y","Unclassified Deltaproteobacteria","Generalist"
"Unclassified Desulfarculaceae",0.0204476709013914,1.41634643037908e-14,4.75228326090563e-14,"Y","Unclassified Desulfarculaceae","Specialist"
"Unclassified Desulfarculales",0.15902504719647,4.52153792026832e-10,6.01121732215643e-10,"Y","Unclassified Desulfarculales","Generalist"
