"","Bn","P.val","P.adj","Below.LOQ","Taxon","class"
"Unclassified Rhodothermales",0.183042268647849,2.20640777222603e-09,2.77238617196027e-09,"Y","Unclassified Rhodothermales","Generalist"
"Unclassified Rhodothermia",0.0451127819548872,1.04560008025894e-13,2.01212116285123e-13,"Y","Unclassified Rhodothermia","Generalist"
"Unclassified Rhodothermota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Rhodothermota","Specialist"
"Unclassified Rickettsiaceae",0.0883073202344908,2.95332730242617e-12,4.60076157997002e-12,"Y","Unclassified Rickettsiaceae","Generalist"
"Unclassified Rickettsiales",0.462510029349626,0.00238583298796139,0.00248343524655981,"Y","Unclassified Rickettsiales","Generalist"
"Unclassified Rikenellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Rikenellaceae","Specialist"
"Unclassified Roseivirgaceae",0.0545619712712202,2.20966724495958e-13,3.92258758988949e-13,"Y","Unclassified Roseivirgaceae","Generalist"
"Unclassified Roseobacteraceae",0.590129475886145,0.0904739551812088,0.0924934631093608,"N","Unclassified Roseobacteraceae","Intermediate"
"Unclassified Salinisphaeraceae",0.17029948608896,9.59014114409205e-10,1.24075837400965e-09,"Y","Unclassified Salinisphaeraceae","Generalist"
"Unclassified Salinisphaerales",0.131774669940572,6.93897062201534e-11,9.74861516835284e-11,"Y","Unclassified Salinisphaerales","Generalist"
"Unclassified Saprospiraceae",0.165094021165973,6.78897923194325e-10,8.90931945051579e-10,"Y","Unclassified Saprospiraceae","Generalist"
"Unclassified Saprospirales",0.0399502667938944,6.91888980800341e-14,1.38076319479981e-13,"Y","Unclassified Saprospirales","Generalist"
"Unclassified Saprospiria",0.0454561538481181,1.07460391569535e-13,2.05070247245196e-13,"Y","Unclassified Saprospiria","Generalist"
"Unclassified Schleiferiaceae",0.659055290324381,0.333681844131655,0.338485680204425,"N","Unclassified Schleiferiaceae","Intermediate"
"Unclassified Sedimenticolaceae",0.11259086943879,1.76700126583944e-11,2.61905041991736e-11,"Y","Unclassified Sedimenticolaceae","Generalist"
"Unclassified Sedimentisphaeraceae",0.031578947368421,3.52011512952091e-14,7.80732556571709e-14,"Y","Unclassified Sedimentisphaeraceae","Specialist"
"Unclassified Sedimentisphaerales",0.137582650092568,1.04164977650656e-10,1.44349651328292e-10,"Y","Unclassified Sedimentisphaerales","Generalist"
"Unclassified Shewanellaceae",0.200376464404015,6.66297781066702e-09,8.17039849340159e-09,"Y","Unclassified Shewanellaceae","Generalist"
"Unclassified Simkaniaceae",0.0452446906740535,1.05664994382413e-13,2.02064999695806e-13,"Y","Unclassified Simkaniaceae","Generalist"
"Unclassified Sirenicapillariaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Sirenicapillariaceae","Specialist"
"Unclassified Smithellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Smithellaceae","Specialist"
"Unclassified Sneathiellales",0.360898847814505,3.99104585260953e-05,4.31617237425069e-05,"Y","Unclassified Sneathiellales","Generalist"
"Unclassified Spartobacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Spartobacteria","Specialist"
"Unclassified Sphaerochaetaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Sphaerochaetaceae","Specialist"
"Unclassified Sphingobacteriaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Sphingobacteriaceae","Specialist"
"Unclassified Sphingobacteriales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Sphingobacteriales","Specialist"
"Unclassified Sphingobacteriia",0.109036030937559,1.36535589844777e-11,2.0402381777784e-11,"Y","Unclassified Sphingobacteriia","Generalist"
"Unclassified Sphingomonadaceae",0.0589668615984404,3.12152209258738e-13,5.42564371311203e-13,"Y","Unclassified Sphingomonadaceae","Generalist"
"Unclassified Sphingomonadales",0.232636385484258,4.77944670989064e-08,5.66105189349791e-08,"Y","Unclassified Sphingomonadales","Generalist"
"Unclassified Spirochaetaceae",0.118916242218449,2.78633633462577e-11,4.06414662821211e-11,"Y","Unclassified Spirochaetaceae","Generalist"
"Unclassified Spirochaetales",0.788515470587761,0.691202823660292,0.696525617681878,"N","Unclassified Spirochaetales","Intermediate"
"Unclassified Spirochaetia",0.527390087116083,0.01857744036643,0.0190559186737401,"N","Unclassified Spirochaetia","Generalist"
"Unclassified Spirochaetota",0.368395125303255,5.60100389268069e-05,6.03590537140649e-05,"N","Unclassified Spirochaetota","Generalist"
"Unclassified Spiroplasmataceae",0.0218623481781377,1.59127618525932e-14,5.00718752737154e-14,"Y","Unclassified Spiroplasmataceae","Specialist"
"Unclassified Staphylococcaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Staphylococcaceae","Specialist"
"Unclassified Stappiaceae",0.264012611672047,2.91661151456606e-07,3.37751725327751e-07,"N","Unclassified Stappiaceae","Generalist"
"Unclassified Stellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Stellaceae","Specialist"
"Unclassified Synechococcaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Synechococcaceae","Specialist"
"Unclassified Synechococcales",0.0257717728446386,2.19289238082267e-14,5.67677274522711e-14,"Y","Unclassified Synechococcales","Specialist"
"Unclassified Syntrophaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Syntrophaceae","Specialist"
"Unclassified Syntrophobacteraceae",0.290692266190396,1.2492019799126e-06,1.41968860248132e-06,"Y","Unclassified Syntrophobacteraceae","Generalist"
"Unclassified Tannerellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Tannerellaceae","Specialist"
"Unclassified Tepidamorphaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Tepidamorphaceae","Specialist"
"Unclassified Tepidisphaeraceae",0.0681003584229391,6.34661680699354e-13,1.06669743031304e-12,"Y","Unclassified Tepidisphaeraceae","Generalist"
"Unclassified Terriglobia",0.119490267958454,2.90328697903005e-11,4.22128709966909e-11,"Y","Unclassified Terriglobia","Generalist"
"Unclassified Thermoanaerobacteraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermoanaerobacteraceae","Specialist"
"Unclassified Thermoanaerobaculia",0.0480329708079125,1.3189975110205e-13,2.45569455303817e-13,"Y","Unclassified Thermoanaerobaculia","Generalist"
"Unclassified Thermodesulfobacteriota",0.15335800867881,3.08241572506172e-10,4.12188730533801e-10,"N","Unclassified Thermodesulfobacteriota","Generalist"
"Unclassified Thermodesulfovibrionales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermodesulfovibrionales","Specialist"
"Unclassified Thermoflexia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermoflexia","Specialist"
"Unclassified Thermoguttaceae",0.0293000542593597,2.92474712091307e-14,6.88706519988784e-14,"Y","Unclassified Thermoguttaceae","Specialist"
"Unclassified Thermoleophilia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermoleophilia","Specialist"
"Unclassified Thermomicrobia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermomicrobia","Specialist"
"Unclassified Thermomonosporaceae",0.0280701754385965,2.64580891738651e-14,6.394619969198e-14,"Y","Unclassified Thermomonosporaceae","Specialist"
"Unclassified Thermotaleaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Thermotaleaceae","Specialist"
"Unclassified Thiotrichaceae",0.378515930173084,8.76749512766827e-05,9.4040111673819e-05,"N","Unclassified Thiotrichaceae","Generalist"
"Unclassified Thiotrichales",0.232991014120667,4.88104860906406e-08,5.76908454955185e-08,"Y","Unclassified Thiotrichales","Generalist"
"Unclassified Tissierellales",0.380585676132235,9.59610019288333e-05,0.000102687240381789,"Y","Unclassified Tissierellales","Generalist"
"Unclassified Tissierellia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Tissierellia","Specialist"
"Unclassified Trueperaceae",0.0258116555757209,2.20005930628343e-14,5.67677274522711e-14,"Y","Unclassified Trueperaceae","Specialist"
"Unclassified Verrucomicrobiales",0.130545390771098,6.36428408419477e-11,8.98256428524254e-11,"Y","Unclassified Verrucomicrobiales","Generalist"
"Unclassified Verrucomicrobiia",0.298974709501025,1.93201332206184e-06,2.18754536836669e-06,"Y","Unclassified Verrucomicrobiia","Generalist"
"Unclassified Verrucomicrobiota",0.494311322018137,0.00688388654110387,0.00710895160276342,"Y","Unclassified Verrucomicrobiota","Generalist"
"Unclassified Vibrionaceae",0.237710959829409,6.44973200231034e-08,7.58402376651639e-08,"N","Unclassified Vibrionaceae","Generalist"
"Unclassified Vibrionales",0.219292393049707,2.14458193093766e-08,2.5813890259381e-08,"Y","Unclassified Vibrionales","Generalist"
"Unclassified Vicinamibacteria",0.0487329434697856,1.3943267707284e-13,2.56466530519521e-13,"Y","Unclassified Vicinamibacteria","Generalist"
"Unclassified Victivallales",0.218453541260559,2.03790994891331e-08,2.45621778053235e-08,"Y","Unclassified Victivallales","Generalist"
"Unclassified Weeksellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Weeksellaceae","Specialist"
"Unclassified Woeseiaceae",0.0492696853593767,1.45493836900854e-13,2.65801300402118e-13,"Y","Unclassified Woeseiaceae","Generalist"
"Unclassified Woeseiales",0.0955165692007799,5.05678418296706e-12,7.74584333043115e-12,"Y","Unclassified Woeseiales","Generalist"
"Unclassified Xanthobacteraceae",0.0456517638181476,1.09147865017057e-13,2.07426233102954e-13,"Y","Unclassified Xanthobacteraceae","Generalist"
"Unclassified Yersiniaceae",0.140935269485453,1.31473490359767e-10,1.80554298605018e-10,"Y","Unclassified Yersiniaceae","Generalist"
"Unclassified Zetaproteobacteria",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Zetaproteobacteria","Specialist"
"Vallitalea",0.0218997446550169,1.59617768339792e-14,5.00718752737154e-14,"Y","Vallitalea","Specialist"
"Vibrio",0.0786518865168745,1.42444298266672e-12,2.28910486337318e-12,"N","Vibrio","Generalist"
"Virgibacillus",0.229708177076598,4.01531405658179e-08,4.76428455418254e-08,"Y","Virgibacillus","Generalist"
"Wautersiella",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Wautersiella","Specialist"
"Winogradskyella",0.303246814763897,2.41237224215637e-06,2.71799873778012e-06,"Y","Winogradskyella","Generalist"
"Wocania",0.0224561403508772,1.6708824637973e-14,5.06997833296945e-14,"Y","Wocania","Specialist"
"Woeseia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Woeseia","Specialist"
"Woeseiaceae bacterium (no genus in NCBI)",0.02955265963416,2.985520466794e-14,7.01214550662385e-14,"Y","Woeseiaceae bacterium (no genus in NCBI)","Specialist"
"Xanthobacter",0.031578947368421,3.52011512952091e-14,7.80732556571709e-14,"Y","Xanthobacter","Specialist"
"Xanthomonas",0.0569682633550168,2.66934094311209e-13,4.66625248834098e-13,"Y","Xanthomonas","Generalist"
"Xenococcaceae cyanobacterium (no genus in NCBI)",0.428483102028198,0.000683900757206865,0.000719234321012041,"Y","Xenococcaceae cyanobacterium (no genus in NCBI)","Generalist"
"Xenorhabdus",0.111287653095002,1.60786623179935e-11,2.38704289842496e-11,"Y","Xenorhabdus","Generalist"
"Yersinia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Yersinia","Specialist"
"Zobellella",0.123029796714007,3.73810480902605e-11,5.38381132872306e-11,"Y","Zobellella","Generalist"
"Zunongwangia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Zunongwangia","Specialist"
"Zymobacter",0.321349147516679,6.04871392842525e-06,6.74041600783154e-06,"Y","Zymobacter","Generalist"
