genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Unclassified Anaerolineae,3.27E-05,4.08E-05,0.000169062,0,0,0.000303415,0,7.62E-05,0,0,0,0,5.48E-05,0,0.001239481,3.00E-05,0,0.000167036,0.000170536,0,0.000411815,0.00010572,4.45E-05,0,0,0.000113743,2.75E-05,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,0,0,4.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Eubacteriales,9.82E-05,4.08E-05,0,2.49E-05,0,0.000358581,0,0.000171523,0.000136429,0,0.000127786,6.16E-05,2.74E-05,0.000511327,1.19E-05,3.50E-05,5.65E-05,0.000125277,7.31E-05,0,0,0,0.00011119,3.29E-05,8.66E-05,5.69E-05,0,1.05E-05,0.000103427,2.21E-05,0.00025821,7.62E-06,5.24E-05,7.00E-05,0,0,2.85E-05,0,8.16E-05,3.44E-05,0,8.32E-05,8.42E-05,0,3.24E-06,0,1.32E-05,1.47E-05,3.73E-05,0,0,9.99E-06,2.16E-05,0,0,0,0
Phycisphaeraceae bacterium (no genus in NCBI),0.000196477,8.15E-05,0,2.49E-05,0,0.000110333,0.000140425,1.91E-05,2.73E-05,4.75E-05,0.000204457,0,0,7.30E-05,2.08E-05,0,5.65E-05,0.000584624,2.44E-05,0,3.74E-05,1.41E-05,0.000444761,6.58E-05,8.66E-05,0.00019905,1.37E-05,0,0,5.52E-06,0.000129105,1.52E-05,3.49E-05,0.000122493,0,2.13E-05,8.55E-05,0,0,0,0,1.66E-05,0,2.95E-05,1.14E-05,0,2.65E-06,8.83E-05,0,0,0,1.50E-05,1.08E-05,0,0,0,4.96E-05
Unclassified Acidimicrobiales,0,4.08E-05,0,0,0,0,3.51E-05,1.91E-05,0,4.75E-05,5.11E-05,0,0,6.26E-05,0.001355404,2.00E-05,0,0,0,3.39E-05,0,0,0,0,0,8.53E-05,0.001374684,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudanabaenales cyanobacterium (no genus in NCBI),0,2.04E-05,0,4.98E-05,3.71E-05,0.000220665,0.000105319,0,2.73E-05,0,7.67E-05,6.16E-05,2.74E-05,0,0,2.00E-05,0.000113045,0,2.44E-05,0,0.000112313,0,6.67E-05,3.29E-05,0,5.69E-05,0,2.62E-06,0,3.31E-05,0.000598577,0,8.73E-05,7.00E-05,3.68E-05,0,0.000142576,0,0.000139886,0,0.000125296,4.99E-05,0,9.83E-06,0,2.45E-05,0,0.000206067,0.00011198,0,0,9.49E-05,0,0,0,0.000222811,0.00014895
Unclassified Halieaceae,0,8.15E-05,0,7.48E-05,0,0.000110333,0.000210637,5.72E-05,5.46E-05,0,0.000102229,0.000123259,0,0,8.03E-05,1.50E-05,0,4.18E-05,2.44E-05,0,0,0,0,0.000230233,2.89E-05,2.84E-05,0,0,0,0.000143444,0,9.14E-05,0,0,0.000137841,0.000170258,0,0,0,0,0.000112766,0,5.61E-05,0,0.000141076,0.000204145,0.000136348,0,0,0.000172121,0.000177573,0.000164824,0.000161945,0,4.33E-05,0,0
Kordiimonas,3.27E-05,6.11E-05,0,2.49E-05,0.000148462,0.000303415,0.000105319,5.72E-05,2.73E-05,0,0.000204457,0.000123259,0,1.04E-05,0,0,0,0.000668142,2.44E-05,0,0,7.05E-06,2.22E-05,9.87E-05,0,0.000142179,0,1.05E-05,1.72E-05,4.41E-05,0.000316894,0,6.99E-05,7.00E-05,0,1.06E-05,0,8.08E-05,0,5.16E-05,1.25E-05,1.66E-05,0,0,6.49E-06,4.08E-06,5.30E-06,4.42E-05,9.33E-05,3.69E-05,3.95E-05,9.99E-06,6.48E-05,6.41E-05,2.16E-05,0,4.96E-05
Candidatus Dadabacteria bacterium (no genus in NCBI),0,0,0,0,0,0,7.02E-05,0,0,0.000118833,0,0,0,0,0,5.00E-06,0,0,0,0,0.000299502,0,0,0,0,0,0.002721874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polaribacter,0,2.04E-05,0,0,0.000148462,0,7.02E-05,1.91E-05,2.73E-05,0,5.11E-05,0,0.000109559,3.13E-05,2.97E-06,0,5.65E-05,8.35E-05,0,0.000135419,0,1.41E-05,6.67E-05,9.87E-05,8.66E-05,8.53E-05,5.50E-05,2.36E-05,0,3.31E-05,3.52E-05,6.09E-05,0.000419207,0.000297484,9.19E-06,6.38E-05,0,0.000269251,2.33E-05,0,4.39E-05,2.50E-05,0,0,2.59E-05,4.08E-05,1.59E-05,0.000147191,0.000261287,0,3.95E-05,9.99E-06,0.000129556,0,0,0.000222811,0
Unclassified Bacilli,3.27E-05,0,0,9.97E-05,3.71E-05,0.000330998,7.02E-05,5.72E-05,5.46E-05,4.75E-05,0,0,0,0.000125223,9.81E-05,4.50E-05,0,0,0.000170536,0,0.000112313,2.82E-05,8.90E-05,0,8.66E-05,5.69E-05,6.87E-05,1.05E-05,0,5.52E-06,0.000117368,0,0,3.50E-05,9.19E-06,1.06E-05,5.70E-05,0,0,0,0.001440904,1.66E-05,0,0,0,0,0,1.47E-05,3.73E-05,0,0,0,0,0,0,0,0
Erythrobacter,0.000130984,0.000163006,5.64E-05,0.000249184,0.000519615,0.000110333,0.000351062,0.000114349,0.000163715,0.000142599,5.11E-05,0.000184888,0,0.000125223,0,9.99E-06,2.83E-05,4.18E-05,0,0,0,8.46E-05,4.45E-05,9.87E-05,0.00011553,5.69E-05,8.25E-05,2.62E-06,0,1.10E-05,4.69E-05,7.62E-06,1.75E-05,3.50E-05,0,0,8.55E-05,2.69E-05,1.17E-05,0,0,8.32E-06,0,1.97E-05,1.62E-06,0,1.32E-06,2.94E-05,0,6.15E-06,6.58E-06,4.99E-06,0,0.000128222,0,0,4.96E-05
Unclassified Rhodothermales,0,0.000122254,0,0,0,0,7.02E-05,5.72E-05,0,0.000118833,5.11E-05,0.000123259,0.000136949,0.000135658,2.97E-05,3.50E-05,0.000141307,0.000334071,0.000974493,6.77E-05,0.000299502,8.46E-05,0.000200142,0,5.78E-05,0,0.000343671,5.24E-06,0,0,0,2.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-06,0,2.94E-05,0,0,0,0,1.08E-05,0,0,4.46E-05,0
Microscillaceae bacterium (no genus in NCBI),0,2.04E-05,0,0,3.71E-05,0,0,3.81E-05,5.46E-05,0,5.11E-05,3.08E-05,0,0,0,0,0,0.000208794,0,0,0,2.11E-05,0.000155666,0,0,0,1.37E-05,0,1.72E-05,5.52E-05,3.52E-05,0,0.000663744,0,0,3.19E-05,0.000114061,0,0.000186515,0.000240678,3.76E-05,0,0.000224587,0,2.59E-05,4.08E-06,7.94E-06,0,0,0,1.97E-05,9.99E-06,7.56E-05,0.000641108,0.000497792,6.68E-05,0
Unclassified Moraxellaceae,0.000130984,0,0.000169062,9.97E-05,0.000222692,0,0,0,0,0,0.000153343,6.16E-05,0.001040811,2.09E-05,0,0,0.000339136,0,0,0.000541675,0.000599004,1.41E-05,0,3.29E-05,2.89E-05,0,0,0,3.45E-05,5.52E-06,0,0,0,0,6.89E-06,1.06E-05,0,0,1.17E-05,0,6.26E-06,0,0,0,1.62E-06,6.12E-06,7.94E-06,0,0,6.15E-06,2.96E-05,2.00E-05,0,0,0,0,0
Aequorivita,0.00016373,8.15E-05,0.000112708,0.00014951,7.42E-05,0.000110333,0.000175531,7.62E-05,0.000218287,4.75E-05,0.0001789,9.24E-05,0.000191728,0.000114788,3.86E-05,3.50E-05,0.000169568,8.35E-05,0.000121812,0.000236983,0,6.34E-05,0.00011119,0.000197342,0.000173295,0.000113743,2.75E-05,0,0,0,4.69E-05,0,0.000192136,1.75E-05,2.30E-06,0,0,0,0,0,0,1.66E-05,0,1.97E-05,3.24E-06,2.04E-06,3.97E-06,0,0,0,3.29E-06,9.99E-06,0,0,8.66E-05,0,4.96E-05
Spirochaetaceae bacterium (no genus in NCBI),0.000130984,8.15E-05,0.000112708,9.97E-05,0.000222692,0.000110333,7.02E-05,0.000114349,0.000109143,0.000142599,5.11E-05,9.24E-05,5.48E-05,2.09E-05,1.78E-05,2.00E-05,0.000113045,8.35E-05,4.87E-05,0.000135419,0.000374378,5.64E-05,4.45E-05,0.000197342,0.000317708,8.53E-05,0.000687342,0,0,0,0,1.52E-05,0,3.50E-05,0,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,4.42E-05,0,0,0,0,0,0,0,0,2.48E-05
Acidaminobacter,0,0.000101879,0,7.48E-05,3.71E-05,0.000386164,0,0.000171523,5.46E-05,0,0.000383357,0,5.48E-05,0.000427845,1.49E-05,1.50E-05,2.83E-05,0.000292312,2.44E-05,6.77E-05,0,1.41E-05,0.000155666,0.000197342,2.89E-05,8.53E-05,0,0,3.45E-05,0,0.000105631,3.81E-05,6.99E-05,0.000157491,4.59E-06,1.06E-05,5.70E-05,5.39E-05,0,3.44E-05,5.01E-05,3.33E-05,2.81E-05,9.83E-06,1.46E-05,1.43E-05,7.94E-06,2.94E-05,5.60E-05,0,6.58E-06,4.00E-05,2.16E-05,0.000128222,4.33E-05,2.23E-05,4.96E-05
Candidatus Aquarickettsia,6.55E-05,4.08E-05,5.64E-05,0.000174429,0.000148462,0.000220665,0.000210637,7.62E-05,0.000300145,0,0.000204457,6.16E-05,0.000438236,2.09E-05,2.97E-05,9.99E-06,5.65E-05,0.000417589,0,6.77E-05,0.000149751,0,0.000133428,0.000131562,0.000404355,0.000284357,2.75E-05,0,0,0,2.35E-05,0,1.75E-05,0,0,1.06E-05,0,5.39E-05,0,0,0,0,5.61E-05,0,3.24E-06,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides,0.000196477,0.000244509,0,0,0.000148462,0,0.000351062,9.53E-05,0,9.51E-05,0,0.000184888,0.000383457,1.04E-05,3.57E-05,2.00E-05,0.000169568,8.35E-05,0.000146174,0,7.49E-05,7.05E-06,0.000133428,0.000131562,0.001039771,0.000170614,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Mollicutes,0,0,0.000112708,0,0,0,0,0,0,0,0,0,0,0.000949608,7.43E-05,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0.002253368,0,0,1.17E-05,0,0,0,0,5.32E-06,0,2.69E-05,0,0,1.25E-05,0.00047432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Epsilonproteobacteria,6.55E-05,0.000101879,0,0,0,0.000165499,0,0.000114349,0,0,5.11E-05,0,0.000219118,0.001262666,5.94E-06,0,0,8.35E-05,4.87E-05,0,7.49E-05,1.41E-05,0.00011119,0,0,0,0,0,6.90E-05,0,0,7.62E-06,3.49E-05,0,0.000199869,0,2.85E-05,0,0,3.44E-05,2.51E-05,0.001106747,0,9.83E-06,4.86E-06,0,5.30E-06,0,0,0,0,0,2.16E-05,0,4.33E-05,0,9.93E-05
Mesorhizobium,6.55E-05,0,0,0,7.42E-05,0.000468914,3.51E-05,5.72E-05,0,4.75E-05,2.56E-05,3.08E-05,2.74E-05,4.17E-05,0.000350741,0.000784451,5.65E-05,0.000125277,0.000243623,6.77E-05,0,0.000634321,0.000400285,0,0.00011553,0.000113743,1.37E-05,7.86E-06,0,3.31E-05,0,0,0,1.75E-05,0,0,0,2.69E-05,1.17E-05,0,0,8.32E-06,0,0,1.62E-06,8.17E-06,0,5.89E-05,0,1.23E-05,0,0,2.16E-05,0,0,4.46E-05,0
Unclassified Opitutia,9.82E-05,0.000101879,2.82E-05,0,0.000334039,0.000137916,0.000175531,0.000247756,0.000272859,4.75E-05,0.000638929,0.000123259,0,2.09E-05,5.94E-06,0,5.65E-05,0.000417589,2.44E-05,6.77E-05,0.000112313,2.11E-05,0.000333571,9.87E-05,5.78E-05,0.000312793,5.50E-05,0,3.45E-05,1.10E-05,0,0,0,5.25E-05,0,0,0,0,2.33E-05,0,2.51E-05,0,0,0,0,1.02E-05,3.97E-06,2.94E-05,0,0,0,9.99E-06,0,0,0,6.68E-05,0
Neiella,0.000196477,0.000163006,0,0.000249184,0.000148462,0,0,3.81E-05,0,4.75E-05,0.000281129,0.000246518,0.000273898,0.000187835,1.19E-05,9.99E-06,5.65E-05,0.000167036,4.87E-05,0.000304692,0.000149751,0,8.90E-05,6.58E-05,0.00023106,0.000113743,8.25E-05,0,0,0,0.000211263,0,6.99E-05,0.000192489,0,0,0.000114061,0.000107701,6.99E-05,0,1.25E-05,0,0,2.95E-05,0,0,0,0,0,0,6.58E-06,0,0,0,0,8.91E-05,0
Roseibium,0.000196477,6.11E-05,0,4.98E-05,0,0.000193082,0,5.72E-05,0.000109143,0.000190132,7.67E-05,0.000308147,5.48E-05,2.09E-05,1.78E-05,0.000264815,0,0.000250553,0.000292348,6.77E-05,0.000149751,0,0.000133428,0.000263123,0,0.000966815,8.25E-05,1.83E-05,0,0,0,0,0,0,9.19E-06,0,0,0.000161551,0,0,1.25E-05,1.66E-05,0,0,6.49E-06,0,2.65E-06,1.47E-05,0,1.23E-05,0,9.99E-06,0,0,0,0,0
Unclassified Vibrionales,0,2.04E-05,5.64E-05,0,0,0.000110333,3.51E-05,7.62E-05,8.19E-05,2.38E-05,0.000127786,6.16E-05,0,0.000761774,5.94E-06,9.99E-06,2.83E-05,4.18E-05,0,6.77E-05,0.000149751,7.05E-06,0,0,0,0,4.12E-05,8.38E-05,3.45E-05,4.41E-05,2.35E-05,6.85E-05,5.24E-05,0.000139992,7.58E-05,0.000101091,0,0.000107701,6.99E-05,0,0.00014409,0.000183071,0.000112293,6.39E-05,0.000107023,0.00012657,0.000152233,0,0.000130643,0.000135238,9.21E-05,0.000119872,0.000172741,0,0,0,4.96E-05
Unclassified Hyphomonadaceae,9.82E-05,0.000163006,0,9.97E-05,0.000259808,0.000413747,0.000105319,0.000133407,0.000218287,0.000166366,0.000460029,6.16E-05,0.000219118,2.09E-05,4.16E-05,0,0.000113045,8.35E-05,4.87E-05,0.000135419,0.000112313,7.75E-05,0.000133428,0.000328904,8.66E-05,0.000113743,0,0,0,1.66E-05,4.69E-05,1.52E-05,5.24E-05,5.25E-05,0,5.32E-06,0,2.69E-05,0,1.72E-05,4.39E-05,3.33E-05,0,9.83E-06,3.24E-06,2.04E-06,9.27E-06,2.94E-05,0,0,0,0,0,0,4.33E-05,0,0
Francisella,0.000196477,0,0.000197239,4.98E-05,0.000296923,0,0.000105319,0.000114349,0.000136429,9.51E-05,0,0,0.000191728,4.17E-05,5.94E-06,9.99E-06,0,0,2.44E-05,0,0.000149751,1.41E-05,8.90E-05,0.000131562,0.00023106,0,8.25E-05,3.41E-05,0,0.000110342,0.000211263,5.33E-05,0.000331872,3.50E-05,9.19E-06,3.19E-05,0.000256637,0,4.66E-05,5.16E-05,5.64E-05,0,0,3.93E-05,1.14E-05,8.17E-06,2.12E-05,2.94E-05,7.47E-05,3.07E-05,2.96E-05,2.00E-05,5.40E-05,0.000128222,0.000108216,0,0.000173775
Unclassified Bacteriovoracales,0.000130984,0.00014263,0.000112708,4.98E-05,0.000185577,0.000248248,0.000210637,0.000133407,0.000136429,0.000142599,0.000230014,0.000184888,0.000410846,3.13E-05,1.78E-05,9.99E-06,5.65E-05,0.000417589,7.31E-05,6.77E-05,0.000187189,3.52E-05,0.000133428,9.87E-05,2.89E-05,0.000284357,2.75E-05,5.24E-06,6.90E-05,1.10E-05,2.35E-05,1.52E-05,3.49E-05,0,0,0,0.000114061,2.69E-05,1.17E-05,0,1.25E-05,0,5.61E-05,0,4.86E-06,0,1.32E-06,4.42E-05,0,0,3.29E-06,0,0,0,0,0,0
Clostridioides,6.55E-05,0.000183382,0.000169062,9.97E-05,7.42E-05,5.52E-05,0.000140425,0.000190581,0.000109143,2.38E-05,0.0001789,0.000123259,0.000876472,6.26E-05,0,2.00E-05,0,0.000417589,0,0.000947931,0.000224627,2.82E-05,0.000133428,6.58E-05,0,0,4.12E-05,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,0,1.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-05,0,0
Unclassified Amoebophilaceae,0,0,0,0,0,0.000882661,7.02E-05,0,0.000109143,0,5.11E-05,0,0.00112298,5.22E-05,0.00091252,0,0,0.000501107,9.74E-05,0,0.000112313,4.93E-05,6.67E-05,0,5.78E-05,0,0,0,0,0,0,0,0.000104802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016191,0,0,1.32E-05,9.99E-06,0,0,0,0,0
Roseivirga,0.000130984,6.11E-05,0.000112708,9.97E-05,7.42E-05,0.000330998,0.00028085,0.000171523,8.19E-05,4.75E-05,0.000230014,0.000462221,5.48E-05,0.000135658,0,5.50E-05,0.000113045,0.000334071,0.000170536,0.000135419,7.49E-05,4.23E-05,0.000489237,0.000197342,0,0.000284357,0,0,0,0,0,0,0,0,0,0,0,5.39E-05,0,3.44E-05,0,3.33E-05,0,0,0,2.04E-06,2.65E-06,0,0,9.84E-05,0,0,0,0,0,0,0
Shewanella,0.000196477,2.04E-05,5.64E-05,4.98E-05,0,5.52E-05,0.000105319,0,5.46E-05,4.75E-05,0.000255571,6.16E-05,0,0.000970479,0,0,5.65E-05,0,0,0,0,1.41E-05,0.000133428,0.000131562,5.78E-05,2.84E-05,1.37E-05,3.14E-05,6.90E-05,0.000176547,0,0.000137097,0,7.00E-05,0.000124057,0.00019154,0,5.39E-05,0.000151543,0,0.000125296,0.0001165,0,1.97E-05,0.000139454,0.000151068,0.000135024,0,3.73E-05,0.000110649,0.000108517,0.000119872,0.000107963,0,4.33E-05,4.46E-05,0
Pseudoalteromonas,3.27E-05,2.04E-05,0,0,0,0.000137916,0.000175531,5.72E-05,5.46E-05,9.51E-05,0.000127786,0,8.22E-05,0.000667856,6.24E-05,4.00E-05,5.65E-05,0.000125277,0,0.000406256,7.49E-05,7.05E-06,4.45E-05,0.000131562,2.89E-05,0.000312793,1.37E-05,3.67E-05,3.45E-05,3.86E-05,3.52E-05,1.52E-05,0.000139736,0.000209988,0,2.66E-05,5.70E-05,2.69E-05,0.000268115,0.000120339,2.51E-05,4.99E-05,8.42E-05,6.88E-05,2.76E-05,1.22E-05,1.59E-05,0,0.000149307,6.76E-05,0,4.99E-06,0,0.000192332,6.49E-05,8.91E-05,0
Rhodobacterales bacterium (no genus in NCBI),9.82E-05,0.000407515,0,0,0,0,0,9.53E-05,0,0,0,0,0.000109559,1.04E-05,8.32E-05,2.00E-05,0,0,0.003386362,6.77E-05,0,7.05E-06,4.45E-05,3.29E-05,0,2.84E-05,5.50E-05,0,1.72E-05,0,0,0,0,7.00E-05,4.59E-06,0,0,0,0,0,0,3.33E-05,0,0,6.49E-06,6.12E-06,0,4.42E-05,0,0,0,9.99E-06,0,0,0,0,0
Unclassified Sneathiellales,0.000130984,0,0.000169062,0,0,0.000165499,0,3.81E-05,0,0,0,0,0,0,0,0,2.83E-05,8.35E-05,0,0,0.000149751,0,8.90E-05,6.58E-05,0,0,1.37E-05,7.86E-06,0.000275805,3.31E-05,0.000305157,4.57E-05,6.99E-05,0.000419977,5.05E-05,2.13E-05,0.000285152,0.000107701,0.000209829,0,3.13E-05,0.000249642,0.000112293,2.95E-05,2.59E-05,2.86E-05,2.91E-05,0.000529887,0.000317277,0,1.64E-05,7.49E-05,8.64E-05,0,0.000173145,0,0.0001986
Ralstonia,0.000130984,8.15E-05,5.64E-05,4.98E-05,0.000593846,5.52E-05,0.00028085,3.81E-05,5.46E-05,0.000190132,2.56E-05,0.000862813,0.000547795,4.17E-05,4.16E-05,0,5.65E-05,8.35E-05,4.87E-05,0,0.000149751,9.87E-05,4.45E-05,0.000197342,0.000462121,0.000170614,0.000164962,0,0,0,0,0,0,0.00017499,0,0,0,0,0,0,0,1.66E-05,0,4.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacteriaceae bacterium (no genus in NCBI),6.55E-05,0.001202168,0.000112708,0,3.71E-05,0.000992994,0,5.72E-05,2.73E-05,0.000118833,0.000230014,0.000184888,0,0.000480022,1.19E-05,9.99E-06,5.65E-05,0.000334071,2.44E-05,0.000169273,0.000224627,4.93E-05,4.45E-05,6.58E-05,2.89E-05,0.000170614,4.12E-05,0,0,1.10E-05,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-06,1.32E-06,2.94E-05,1.87E-05,0,0,0,0,0,0,0,0
Unclassified Cyclobacteriaceae,0.000130984,2.04E-05,0,0.000124592,0.000259808,0.000772329,3.51E-05,0.000114349,5.46E-05,7.13E-05,0.000383357,0.000369777,0.000438236,5.22E-05,9.51E-05,5.00E-06,5.65E-05,0,9.74E-05,6.77E-05,0.000224627,3.52E-05,0.000177904,0.000164452,5.78E-05,5.69E-05,0,1.05E-05,0.000137903,0,0,0,0.000139736,3.50E-05,0,3.19E-05,0,0.000215401,0,0.000171913,1.88E-05,1.66E-05,0,0,3.24E-06,2.04E-06,1.19E-05,0,9.33E-05,0,0,3.00E-05,2.16E-05,0,2.16E-05,0,0
Xenococcaceae cyanobacterium (no genus in NCBI),0.000360207,0.000101879,5.64E-05,0.000199347,0.000519615,0.000220665,0.000210637,5.72E-05,0.000272859,9.51E-05,0.000127786,6.16E-05,0.000383457,0.000104353,2.97E-05,1.50E-05,0.000113045,0.000167036,9.74E-05,0.000270838,0.000299502,7.05E-05,4.45E-05,0.000131562,0.00011553,0.000284357,6.87E-05,0,0,0,0,0,0,0,0,0,0,0,2.33E-05,0,0,0,0.000224587,9.83E-06,0,2.04E-06,0,0,1.87E-05,0,0,9.99E-06,1.08E-05,0,0,0,4.96E-05
Aliarcobacter,0.000130984,4.08E-05,0,2.49E-05,7.42E-05,0.000165499,0,3.81E-05,2.73E-05,0,7.67E-05,0,5.48E-05,4.17E-05,1.49E-05,0,0,4.18E-05,0,0.000101564,0,7.05E-06,0,0,0,2.84E-05,0,5.24E-05,5.17E-05,0,5.87E-05,1.52E-05,0.000506541,0.000332482,0,2.13E-05,0,0.000457728,0.000233144,0.000446973,2.51E-05,0.000166428,5.61E-05,0.000103177,8.11E-06,0,7.94E-06,5.89E-05,0.000298613,1.23E-05,1.32E-05,1.50E-05,2.16E-05,0.000512886,0.000367934,8.91E-05,4.96E-05
Unclassified Ignavibacteria,0.000294715,8.15E-05,0,4.98E-05,0.000334039,8.27E-05,0.00028085,0.000171523,5.46E-05,0.000118833,0.000230014,0.000123259,0.000273898,0.000104353,1.19E-05,9.49E-05,0.000395659,0,4.87E-05,0.000203128,0.000224627,4.93E-05,0.000177904,0.000263123,0.00011553,0.000426536,0.000137468,5.24E-06,0,1.66E-05,0,0,5.24E-05,7.00E-05,0,0,0,2.69E-05,0,8.60E-05,0,6.66E-05,5.61E-05,0,0,0,0,0,0,0,0,2.00E-05,2.16E-05,0,0.000129859,0,0
Shimia,3.27E-05,8.15E-05,0,0,0.000148462,5.52E-05,0.000315956,0.000190581,0.000272859,0,0.0003578,6.16E-05,0.000109559,0.00021914,8.92E-06,8.99E-05,5.65E-05,0.000542865,0,0.000101564,0.000224627,4.93E-05,8.90E-05,0.000197342,8.66E-05,0.00019905,6.87E-05,1.31E-05,0.000103427,5.52E-06,5.87E-05,7.62E-06,0.000192136,0.000157491,0,5.32E-06,0.000114061,5.39E-05,0,0.000103148,0,3.33E-05,0,1.97E-05,3.24E-06,1.02E-05,5.30E-06,5.89E-05,0.00016797,1.23E-05,3.29E-06,2.50E-05,3.24E-05,0,2.16E-05,0.000133687,4.96E-05
Unclassified Cytophagia,0.000229223,0.000101879,2.82E-05,9.97E-05,0.000111346,0.000496497,0,0.000152465,0,2.38E-05,0.000204457,0.000277333,2.74E-05,6.26E-05,0.000291293,4.00E-05,5.65E-05,0.000167036,0.000121812,0.000338547,7.49E-05,0,0.000533713,9.87E-05,0.000259943,0.00019905,2.75E-05,2.36E-05,3.45E-05,1.10E-05,0,1.52E-05,3.49E-05,7.00E-05,2.30E-06,0,5.70E-05,0,0.000174858,0.000120339,0,4.99E-05,5.61E-05,2.95E-05,1.62E-06,0,2.65E-06,5.89E-05,0,3.69E-05,0,2.00E-05,2.16E-05,0,0,0,0.000173775
Unclassified Actinomycetes,9.82E-05,6.11E-05,0.000140885,4.98E-05,3.71E-05,0.000193082,0,0.000114349,2.73E-05,7.13E-05,0.000383357,3.08E-05,0.000136949,1.04E-05,0.000261569,0.000509643,0,0.000208794,0.000341072,0.000135419,3.74E-05,1.41E-05,0.000155666,0.000164452,5.78E-05,0.000170614,0.000288684,2.62E-05,0.000120665,5.52E-05,4.69E-05,2.28E-05,0.000104802,3.50E-05,9.19E-06,3.19E-05,5.70E-05,0,4.66E-05,6.88E-05,4.39E-05,5.82E-05,0.00016844,9.83E-06,3.24E-06,1.43E-05,1.06E-05,0.000117753,0.00011198,1.23E-05,0,2.00E-05,5.40E-05,0,8.66E-05,0,4.96E-05
Unclassified Candidatus Sumerlaeota,3.27E-05,4.08E-05,2.82E-05,0,0.000111346,0.000165499,7.02E-05,9.53E-05,8.19E-05,2.38E-05,0.0001789,0,0.000109559,1.04E-05,0.000142674,9.99E-06,0,0.000250553,0.002216971,3.39E-05,7.49E-05,4.93E-05,0.00011119,3.29E-05,0,0.000113743,0,0.000833222,3.45E-05,0,3.52E-05,0,3.49E-05,0,2.30E-06,0,5.70E-05,2.69E-05,0,3.44E-05,0,2.50E-05,0,0,3.24E-06,0,0,2.94E-05,0,0,0,0,0,0,0,0,0
Unclassified Verrucomicrobiales,9.82E-05,0.000264884,0.000225416,4.98E-05,0,0.000468914,0.000140425,3.81E-05,0.000191001,0,0.000332243,0.000123259,0,7.30E-05,0.000365602,4.00E-05,0.000141307,0.000292312,0.000146174,3.39E-05,3.74E-05,5.64E-05,6.67E-05,0.000230233,5.78E-05,0.000255922,6.87E-05,0,0,0,2.35E-05,0,0.000104802,3.50E-05,4.59E-06,0,0,0.000161551,2.33E-05,1.72E-05,0,0,0.00033688,9.83E-06,1.30E-05,4.08E-06,1.85E-05,0.000441573,7.47E-05,1.23E-05,0,0,0,0,2.16E-05,6.68E-05,0
Corynebacterium,0.000130984,8.15E-05,0.000253593,0.000473449,3.71E-05,0.000165499,0.000596805,0.000190581,0.000136429,9.51E-05,0.000204457,0.000246518,0.000191728,0.000114788,2.38E-05,2.00E-05,0.000508704,0.00037583,0.000219261,0.000135419,7.49E-05,4.23E-05,6.67E-05,0.000263123,0.00011553,0.000170614,5.50E-05,5.24E-06,3.45E-05,0,2.35E-05,5.33E-05,0,0,0,0,0,0,0,0,8.14E-05,0,0,0,0,0,2.65E-06,0,0,0,0,0,2.16E-05,0,0,0,0
Clostridia bacterium (no genus in NCBI),0,4.08E-05,0,0,0,0.00052408,0,1.91E-05,2.73E-05,2.38E-05,0.000204457,3.08E-05,5.48E-05,0.003485375,2.97E-05,5.00E-06,0,0,2.44E-05,0.000101564,0,0,2.22E-05,0,0,0.000255922,0,0,0,0,2.35E-05,0,6.99E-05,8.75E-05,0,0,0,5.39E-05,0,3.44E-05,1.25E-05,0,0,0,8.11E-06,0,0,0,7.47E-05,0,3.29E-06,2.00E-05,0,0,0,0,0
