genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Salmonella,0,4.08E-05,0,2.49E-05,0.000111346,0,0,0,0,2.38E-05,0,0.000123259,0.000575185,2.09E-05,0,3.50E-05,0,0.000334071,0,0.000101564,0.000112313,2.82E-05,0,0,0,5.69E-05,2.75E-05,0,0,0,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-05,0,0,0,0,0,0,2.23E-05,0
Unclassified Shewanellaceae,6.55E-05,6.11E-05,0,0,0,0,0,3.81E-05,8.19E-05,0,2.56E-05,0,5.48E-05,0.000114788,0,0,0,0,0,0,0,0,0,6.58E-05,0,0,0,5.24E-06,1.72E-05,9.93E-05,2.35E-05,9.90E-05,0,0,9.65E-05,9.58E-05,0,0,8.16E-05,6.88E-05,6.26E-05,2.50E-05,0,9.83E-06,6.65E-05,4.90E-05,7.41E-05,0,0,8.61E-05,6.58E-05,4.99E-05,8.64E-05,0,2.16E-05,0,0
Unclassified Sphingomonadales,0.000196477,0,5.64E-05,0,3.71E-05,2.76E-05,7.02E-05,1.91E-05,0.000218287,0,0.000281129,0,0.000136949,1.04E-05,3.86E-05,5.00E-06,2.83E-05,0,0,0,0,0,0.000200142,0,0,0.000142179,1.37E-05,0,0,0,4.69E-05,7.62E-06,0,0,4.59E-06,0,5.70E-05,0,0,0,0,1.66E-05,0,0,1.62E-06,0,2.65E-06,0,5.60E-05,0,0,9.99E-06,1.08E-05,0,0,0,0
Unclassified Pleioneaceae,3.27E-05,8.15E-05,0,4.98E-05,7.42E-05,0.000275832,0.000210637,0,5.46E-05,7.13E-05,5.11E-05,6.16E-05,5.48E-05,6.26E-05,1.78E-05,4.00E-05,0,0.000167036,0,6.77E-05,0,0,6.67E-05,6.58E-05,0.00011553,2.84E-05,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Caldilineaceae,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,2.08E-05,0,0,0,0,0,0,0,0,0,0,0.000113743,0.000756076,0,3.45E-05,5.52E-05,0,7.62E-05,0,3.50E-05,1.38E-05,6.92E-05,0,0,4.66E-05,0,5.01E-05,3.33E-05,5.61E-05,0,3.57E-05,7.76E-05,7.15E-05,0,0,6.15E-05,5.92E-05,3.00E-05,0,0,0,0,0
Virgibacillus,3.27E-05,6.11E-05,0,0,0.000371154,5.52E-05,0,7.62E-05,8.19E-05,7.13E-05,0.000204457,0,2.74E-05,4.17E-05,5.94E-06,5.00E-06,5.65E-05,0.000250553,0,0,0,3.52E-05,6.67E-05,0,0,0.000255922,0,0,0,0,0,0,1.75E-05,0,0,0,0,2.69E-05,0,0,0,0,0,0,6.49E-06,0,0,0,0,0,0,0,0,0,0,0,0
Croceitalea,0,0.00014263,0,9.97E-05,0,0,0,0.000247756,8.19E-05,0,0,0,0,0,5.94E-06,0.000159888,0.000226091,0.000125277,0,0,0,9.16E-05,2.22E-05,0,0,0.000341229,2.75E-05,0,0,5.52E-06,0,0,0,0,1.15E-05,0,0,5.39E-05,0,0,0,0,0,0,9.73E-06,0,0,0,3.73E-05,0,0,0,2.16E-05,0,4.33E-05,0,0
Puteibacter,0,4.08E-05,0.000112708,0,0,0,0.000140425,7.62E-05,0,9.51E-05,0,6.16E-05,0.000109559,4.17E-05,1.49E-05,4.00E-05,0.000169568,0,9.74E-05,6.77E-05,0.000149751,0,4.45E-05,3.29E-05,0.00011553,5.69E-05,0,0,0,1.10E-05,0,3.05E-05,0,0,0,1.06E-05,0,0,0,0,8.77E-05,8.32E-05,0,0,0,2.04E-06,0,0,0,0,0,2.00E-05,0,0,0,4.46E-05,0
Unclassified Entomoplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001021876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Reichenbachiellaceae,0,0,0,0,0,0,0,0,0,2.38E-05,0,0,0,0,5.94E-06,0,0,0,0.00031671,0,0,0,0,0.000592027,0.000779828,0,0,5.24E-06,5.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-05,0,0,0,0,0,0,0,0
Unclassified Salinisphaerales,3.27E-05,4.08E-05,0,0,0,5.52E-05,0,0,0,4.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.22E-05,0,5.78E-05,5.69E-05,2.75E-05,1.05E-05,3.45E-05,8.83E-05,0,0.000106631,0,0,9.19E-05,6.38E-05,5.70E-05,0,4.66E-05,3.44E-05,7.52E-05,1.66E-05,0,2.95E-05,0.000123239,0.000142902,0.000166795,0,0,7.38E-05,0.00012167,9.99E-05,0.000129556,0,0,0,0
Unclassified Syntrophobacteraceae,0,0,0,2.49E-05,7.42E-05,8.27E-05,7.02E-05,3.81E-05,0.000109143,2.38E-05,0.000306686,3.08E-05,0,1.04E-05,0,9.99E-06,0,8.35E-05,0,3.39E-05,0,7.05E-06,4.45E-05,0,0,5.69E-05,0,1.05E-05,0,3.31E-05,4.69E-05,7.62E-06,0.000209603,0,2.30E-06,0,0,8.08E-05,4.66E-05,0.00013753,6.26E-06,0,0,0,6.49E-06,0,2.38E-05,7.36E-05,5.60E-05,1.23E-05,0,3.50E-05,0,0,0,6.68E-05,0
Unclassified Maricaulaceae,6.55E-05,2.04E-05,0,0,0,5.52E-05,0,0,0,0,0,0,0.000986031,0,0.000151591,5.00E-06,0,0,9.74E-05,0,0.000262064,0,6.67E-05,0,0,5.69E-05,2.75E-05,0,0,1.10E-05,0,0,0,0,2.30E-06,0,0,0,2.33E-05,0,0,0,0,0,0,2.04E-06,1.32E-06,0,0,0,0,0,0,0,4.33E-05,0,0
Eilatimonas,0,8.15E-05,0,0,3.71E-05,0,0,3.81E-05,0.000163715,0,0.000255571,3.08E-05,0,0,0,0,0,8.35E-05,4.87E-05,0.000304692,0.000449253,2.82E-05,0.000177904,3.29E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-06,0,0,0,0,5.60E-05,0,0,0,0,0,0,0,0
Zymobacter,0,0,0,4.98E-05,0,0.000303415,3.51E-05,7.62E-05,2.73E-05,0,0.000153343,0,0,0,1.19E-05,0,0,0.000167036,0,6.77E-05,0,7.05E-06,4.45E-05,9.87E-05,0,5.69E-05,1.37E-05,0,0,0,7.04E-05,0,0.000174669,5.25E-05,4.59E-06,1.06E-05,0.000171091,0,0,6.88E-05,3.13E-05,0,0,0,0,4.08E-06,1.19E-05,0,1.87E-05,1.23E-05,0,0,0,0,4.33E-05,6.68E-05,2.48E-05
Unclassified Sedimentisphaerales,0,0,0,0,0,0,0,9.53E-05,0,0,0,6.16E-05,0,0,5.94E-06,9.99E-06,0,0,2.44E-05,3.39E-05,7.49E-05,0,0,6.58E-05,5.78E-05,0,2.75E-05,2.10E-05,3.45E-05,3.31E-05,1.17E-05,0,0.000139736,0.000472474,4.59E-06,0,0,0,0.000442973,6.88E-05,0,0,0,0.000113003,3.24E-06,0,1.32E-06,0,0,1.23E-05,0,9.99E-06,1.08E-05,0,0,0.000111406,0
Saccharicrinis,6.55E-05,6.11E-05,0,0,3.71E-05,0.000110333,0,5.72E-05,5.46E-05,7.13E-05,0.000102229,0,0,3.13E-05,0,0,0,0,0,0,7.49E-05,1.41E-05,6.67E-05,0,0,0,0,2.62E-06,3.45E-05,4.97E-05,0.000234736,0,0.000122269,5.25E-05,1.15E-05,5.32E-06,0,0.000161551,0.000116572,3.44E-05,0,4.99E-05,0,4.42E-05,9.73E-06,2.04E-06,6.62E-06,0,5.60E-05,6.15E-06,0,9.99E-06,3.24E-05,0.000128222,0,2.23E-05,4.96E-05
Unclassified Chitinophagaceae,0.000130984,0,5.64E-05,2.49E-05,0,0.000110333,3.51E-05,1.91E-05,0,0,5.11E-05,0,0.000164339,6.26E-05,0.000118895,4.50E-05,0.000113045,0.00037583,0.000121812,0,7.49E-05,2.82E-05,0.000177904,3.29E-05,5.78E-05,5.69E-05,0,0,0,1.10E-05,0,1.52E-05,0,1.75E-05,0,0,5.70E-05,0,0,0,0,0,0,0,0,4.08E-06,5.30E-06,1.47E-05,0,0,0,9.99E-06,0,0,0,0,0
Unclassified Hapalosiphonaceae,0,6.11E-05,0,0.00014951,7.42E-05,0.000165499,0,3.81E-05,5.46E-05,9.51E-05,5.11E-05,6.16E-05,5.48E-05,2.09E-05,2.38E-05,7.00E-05,0.000169568,8.35E-05,4.87E-05,6.77E-05,0.000149751,1.41E-05,4.45E-05,0.000131562,5.78E-05,0.000170614,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61E-05,0,0,0,0,2.94E-05,3.73E-05,0,0,0,0,0,0,0,0
Bryobacterales bacterium (no genus in NCBI),0,0,0,0,0,0,0,1.91E-05,0,7.13E-05,0,0,0,0,2.97E-06,7.00E-05,0,0,0,0,0,0,0,0,0,0,0.001855823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Desulfobulbales,3.27E-05,0,0,0,0,0.000220665,3.51E-05,3.81E-05,0,0,0.000230014,9.24E-05,0,0.000793079,7.13E-05,0,0,0.000292312,0,6.77E-05,7.49E-05,0,4.45E-05,0,0,0,0,0,0,0,0,0,3.49E-05,0,0,0,0,0,0,0,0,0,0,0,3.24E-06,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Kaiserbacteria,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0.001646697,9.49E-05,0,0,0,0,0,1.41E-05,0,0,0,0,0,2.62E-06,0,0,0,0,0,0,0.000107975,0,2.85E-05,0,0,0,0,0,0,0,0,0,0,8.83E-05,0,0,0,0,4.32E-05,0,0,0,0
Unclassified Thiotrichales,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,3.27E-05,0.000109923,5.65E-05,0,0,0,0,7.75E-05,0,0,8.66E-05,0,0.000508633,7.86E-06,0,3.31E-05,0.000105631,0,0,0,4.59E-06,0,0.000228122,0,0,6.88E-05,0,4.99E-05,2.81E-05,0,1.95E-05,1.63E-05,9.27E-06,0.000117753,3.73E-05,3.69E-05,0,4.99E-06,0.000129556,0,8.66E-05,0.000155968,0.000124125
Pseudomonadales bacterium (no genus in NCBI),6.55E-05,0.000101879,2.82E-05,0,0,0.000413747,7.02E-05,1.91E-05,0,0,5.11E-05,6.16E-05,5.48E-05,4.17E-05,0,4.00E-05,0,4.18E-05,0.000267985,0,7.49E-05,0.000126864,0.000133428,0,0,2.84E-05,9.62E-05,0,0,0,0,0,0,0,0,0,0,0,6.99E-05,0,0,1.66E-05,0,0,8.11E-06,0,0,0.000132472,7.47E-05,0,0,0,0.000151149,0,0,0,0
Alteromonas,6.55E-05,8.15E-05,0,0,0,0.000110333,0.000210637,0.000114349,0,0,0.000408914,3.08E-05,2.74E-05,0.000114788,1.19E-05,2.00E-05,5.65E-05,0.000208794,9.74E-05,0.000203128,3.74E-05,1.41E-05,6.67E-05,6.58E-05,2.89E-05,8.53E-05,2.75E-05,0,0,0,1.17E-05,0,3.49E-05,0,0,0,0,0,0,0,0,0,5.61E-05,0,0,0,2.65E-06,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Falkowbacteria,0,0,0,0,0,0,0.000561699,0,0,0,0,0,0,0,2.97E-06,9.99E-06,0,8.35E-05,0,0,0,0,0,6.58E-05,0,0,8.25E-05,0,0,1.10E-05,4.69E-05,2.28E-05,3.49E-05,0.000559969,0,0,0.000228122,5.39E-05,0,1.72E-05,0,1.66E-05,0.00016844,0,3.24E-06,0,0,0,7.47E-05,0,1.32E-05,0,0,0,0,4.46E-05,9.93E-05
Unclassified Blastocatellia,0.000229223,0,0,0,0.000222692,0.000110333,0,3.81E-05,5.46E-05,4.75E-05,2.56E-05,0,0.000410846,0.000125223,9.21E-05,2.00E-05,5.65E-05,0,9.74E-05,0,7.49E-05,5.64E-05,4.45E-05,0.000197342,2.89E-05,0.000170614,8.25E-05,0,0,0,2.35E-05,0,0,0,0,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobacula,0,8.15E-05,0,0,7.42E-05,0.000165499,0,7.62E-05,0.000163715,7.13E-05,0.0003578,6.16E-05,0,2.09E-05,5.94E-06,0,0,0.000334071,9.74E-05,3.39E-05,0,1.41E-05,0.000133428,6.58E-05,0,8.53E-05,0,6.81E-05,0.000103427,1.66E-05,0,0,8.73E-05,0,0,0,0,2.69E-05,1.17E-05,0,6.26E-06,1.66E-05,0,0,0,2.04E-06,7.94E-06,2.94E-05,3.73E-05,0,0,9.99E-06,0,6.41E-05,0,0,0
Unclassified Salinisphaeraceae,6.55E-05,4.08E-05,5.64E-05,0,0,0,0.000210637,0,5.46E-05,0,7.67E-05,0,0,0,0,0,0,0,0,0,0,1.41E-05,0,0,2.89E-05,0,0,3.14E-05,6.90E-05,0.000154478,0,0.00015233,0,0,8.73E-05,0.000106411,0,0,0.000326401,0,3.76E-05,0,0.00016844,2.95E-05,0.000165399,9.39E-05,8.60E-05,0,0,8.61E-05,9.21E-05,9.99E-05,2.16E-05,0,0,0,0
Maribacter,0.000261969,0.000264884,0.000112708,0,0,0,0.000140425,0.000266814,0,0,0,0.000493036,0,3.13E-05,1.78E-05,7.99E-05,0.000226091,0.000334071,0,0,0,0,4.45E-05,6.58E-05,0,0,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Phycisphaeraceae,0,0,2.82E-05,0,0,5.52E-05,0,3.81E-05,5.46E-05,0,5.11E-05,9.24E-05,0,6.26E-05,2.38E-05,3.00E-05,0,0.000208794,0.000194899,0,0,7.05E-06,2.22E-05,6.58E-05,5.78E-05,0,0,5.24E-06,6.90E-05,1.10E-05,4.69E-05,7.62E-06,0.000157202,0.000104994,9.19E-06,0,0,0.000107701,0,0,3.13E-05,0,0,4.91E-06,1.62E-05,0,3.97E-06,0.000250224,0.000149307,6.15E-05,0,2.00E-05,0,0.000256443,0.000108216,0,0
Mycobacteroides,0,0,0.000112708,0,0,0.000193082,0,3.81E-05,8.19E-05,0,0.000204457,9.24E-05,0,6.26E-05,5.94E-06,1.50E-05,0.000113045,0.000125277,9.74E-05,0.000372402,0,2.82E-05,0.000155666,6.58E-05,0,2.84E-05,5.50E-05,0,0,0,4.69E-05,7.62E-06,0,5.25E-05,1.38E-05,1.06E-05,0,5.39E-05,2.33E-05,5.16E-05,1.88E-05,1.66E-05,2.81E-05,4.91E-06,0,4.08E-06,0,0,9.33E-05,0,3.29E-06,2.50E-05,0,0,4.33E-05,2.23E-05,4.96E-05
Unclassified Propionibacteriales,3.27E-05,2.04E-05,0,2.49E-05,0,0.000413747,7.02E-05,1.91E-05,5.46E-05,9.51E-05,0.000102229,9.24E-05,2.74E-05,0,1.19E-05,0,5.65E-05,0.000459348,4.87E-05,0.000135419,0.000149751,1.41E-05,0.000133428,9.87E-05,5.78E-05,5.69E-05,6.87E-05,0,0,0,0,3.05E-05,3.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-05,2.94E-05,0,0,0,0,0,0,4.33E-05,0,2.48E-05
Myxococcales bacterium (no genus in NCBI),0.000196477,8.15E-05,0,0,0,5.52E-05,0,0.000114349,0.000136429,0,0.000153343,9.24E-05,0,0,5.94E-06,0,0,0.000459348,0,6.77E-05,0,3.52E-05,6.67E-05,0.000131562,5.78E-05,5.69E-05,0.000109975,0,0,0,0.000211263,0,0,0,0,0,5.70E-05,0,0,6.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49E-05,8.91E-05,0.00014895
Unclassified Anaerolineales,9.82E-05,2.04E-05,0,0,0,0.000275832,0,0,0,2.38E-05,0,0,0,0,0.000906575,8.49E-05,0,0.000501107,0.00031671,0,0,3.52E-05,0.000177904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geomonas,0.00016373,4.08E-05,0.000112708,4.98E-05,0.000371154,5.52E-05,7.02E-05,1.91E-05,5.46E-05,0,0.000102229,0.000123259,5.48E-05,1.04E-05,0,0,0,0,2.44E-05,0.000101564,7.49E-05,2.82E-05,0.000177904,0.000131562,5.78E-05,0.000284357,0,0,0,0,0,0,0,0,1.84E-05,0,5.70E-05,5.39E-05,0,6.88E-05,0,0,0.000140367,0,0,0,0,0,0,0,0,0,0,0,0,4.46E-05,0
Pontimicrobium,6.55E-05,2.04E-05,5.64E-05,4.98E-05,0,5.52E-05,0.000140425,3.81E-05,0,0,0.000102229,0.000123259,0.000109559,2.09E-05,5.35E-05,0,0,0.000167036,0.000146174,0.00057553,0,2.11E-05,0.00022238,0,0.00023106,0.000113743,0,5.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61E-05,0,0,0,0,0,0,0,0,0,0,0.000128222,0,0,0
Unclassified Planctomycetaceae,3.27E-05,8.15E-05,5.64E-05,9.97E-05,0,5.52E-05,0.000140425,5.72E-05,0,0,0.000153343,0,0.000164339,6.26E-05,5.35E-05,6.00E-05,0.000113045,8.35E-05,9.74E-05,6.77E-05,7.49E-05,0,8.90E-05,0.000131562,5.78E-05,0.0003981,2.75E-05,0,6.90E-05,0,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176629,0,0,0,0,4.32E-05,0,0,4.46E-05,0
Unclassified Phyllobacteriaceae,3.27E-05,4.08E-05,2.82E-05,0.00014951,0,0.000220665,7.02E-05,0,0,0,0,3.08E-05,5.48E-05,4.17E-05,0.00036263,0.000764465,0,0,0.000292348,0,0,8.46E-05,2.22E-05,9.87E-05,0,0.000113743,1.37E-05,5.24E-06,0,0,0,0,0,1.75E-05,2.30E-06,0,0,2.69E-05,0,0,0,2.50E-05,0,0,0,4.08E-06,0,0,3.73E-05,0,0,0,1.08E-05,0,0,0,0
Rhodospirillaceae bacterium (no genus in NCBI),3.27E-05,2.04E-05,0,4.98E-05,3.71E-05,0.000137916,3.51E-05,9.53E-05,0.000109143,0.000166366,0.000230014,3.08E-05,8.22E-05,0,0.00072526,9.99E-06,0,0.00037583,2.44E-05,6.77E-05,0,2.82E-05,0,6.58E-05,0,0.000142179,0.000109975,0,0,0,0,1.52E-05,0,0,0,0,0,2.69E-05,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthopleuribacter,0,4.08E-05,0.000112708,7.48E-05,0.000148462,2.76E-05,0.000140425,9.53E-05,8.19E-05,9.51E-05,2.56E-05,0.000123259,0.000219118,0,0.000398299,3.00E-05,0.000226091,4.18E-05,0.000243623,0.000101564,0.000149751,7.05E-06,0,6.58E-05,5.78E-05,5.69E-05,0,0,3.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0
Saprospiraceae bacterium (no genus in NCBI),0.000130984,0,5.64E-05,9.97E-05,0.000148462,5.52E-05,7.02E-05,0,0.000109143,4.75E-05,2.56E-05,0,0.000109559,0.000104353,1.19E-05,4.50E-05,0,0,0.001023217,6.77E-05,7.49E-05,0,0.000133428,0.000131562,0,0.000113743,2.75E-05,0,0,0,0,7.62E-06,0,0,0,0,2.85E-05,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,2.16E-05,0,0
Desulfobacter,0.00016373,6.11E-05,0,2.49E-05,0,5.52E-05,0,7.62E-05,0.000191001,9.51E-05,0.000102229,0,0.000109559,3.13E-05,7.73E-05,5.00E-06,0,0.000668142,2.44E-05,0.000203128,3.74E-05,0,0.000155666,0,0,0.000142179,1.37E-05,1.05E-05,0,5.52E-06,3.52E-05,0,6.99E-05,3.50E-05,9.19E-06,5.32E-06,2.85E-05,5.39E-05,0,3.44E-05,6.26E-06,4.16E-05,5.61E-05,0,4.86E-06,1.02E-05,0,2.94E-05,0,0,3.29E-06,3.50E-05,0,0,0,0,0
Unclassified Azospirillaceae,0,2.04E-05,2.82E-05,2.49E-05,0,2.76E-05,0,9.53E-05,8.19E-05,0,0,0,5.48E-05,2.09E-05,0.001343515,9.49E-05,0,0,4.87E-05,3.39E-05,7.49E-05,2.11E-05,0.000133428,6.58E-05,8.66E-05,0.000113743,2.75E-05,5.24E-06,0,3.31E-05,0,0,0,0.000209988,4.59E-06,0,0,0,0,0,1.25E-05,2.50E-05,0,0,0,2.04E-06,0,0,1.87E-05,0,0,4.99E-06,0,0,0,0,0
Unclassified Mycobacteriales,0.000261969,0,5.64E-05,0,7.42E-05,0.000165499,0,0,0,0.000142599,0.0001789,0.000246518,0,2.09E-05,5.94E-06,5.50E-05,0.000113045,0.000167036,7.31E-05,0.000135419,0.000449253,2.11E-05,0.000133428,0.000131562,0,0.000170614,0,0,0.000103427,0,0,0,0,0,0,0,0,0.000107701,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0,0,0,0,0
Unclassified Ignavibacteriaceae,0,6.11E-05,0,4.98E-05,0,0.000165499,0.000210637,3.81E-05,2.73E-05,4.75E-05,0.000230014,0.000123259,5.48E-05,9.39E-05,5.94E-06,2.00E-05,5.65E-05,0.000125277,4.87E-05,0.000270838,0.000149751,2.11E-05,2.22E-05,0.000197342,0.00011553,0.000113743,0,0,0,0,0,3.05E-05,0.000122269,0.000104994,0,0,0,2.69E-05,0,6.88E-05,0,0,0.000112293,6.88E-05,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0
Unclassified Brucellaceae,0,6.11E-05,0,0,0,0.000413747,3.51E-05,1.91E-05,2.73E-05,0.000118833,0,0,0,0,9.81E-05,0.001678825,0,0.000125277,0,0,0,0,0,3.29E-05,0,8.53E-05,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-05,0,0,0,2.04E-06,0,2.94E-05,1.87E-05,1.23E-05,0,0,1.08E-05,0,0,0,0
Salinisphaera,0,4.08E-05,5.64E-05,0,7.42E-05,5.52E-05,0,0,0,0,0,0,0,0,0,0,0.000169568,0,0,0,0,1.41E-05,0,6.58E-05,0,0,0,5.50E-05,0.000241329,0.000176547,0,0.000106631,0,7.00E-05,0.000103381,0.000127694,5.70E-05,0,0.000163201,0,5.01E-05,0.000208035,5.61E-05,2.95E-05,0.000118374,0.000118404,8.47E-05,0,0,0.000110649,9.87E-05,0.000119872,0.000107963,0.000128222,0,0,4.96E-05
Unclassified Lactobacillales,6.55E-05,8.15E-05,0.000140885,9.97E-05,0.000222692,5.52E-05,0,3.81E-05,0.000191001,4.75E-05,7.67E-05,0.000123259,0,0,0,5.00E-06,0,0,0.000243623,0,0,9.16E-05,2.22E-05,9.87E-05,5.78E-05,0,0.000137468,2.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001059774,0,0,0,0,0,0,0,0,0
Bacterioplanoides,0,6.11E-05,0,0,3.71E-05,0.000193082,7.02E-05,3.81E-05,8.19E-05,9.51E-05,0.000230014,9.24E-05,0,7.30E-05,1.19E-05,0,0.000113045,0.000250553,0,6.77E-05,0,7.05E-06,4.45E-05,6.58E-05,8.66E-05,8.53E-05,0,5.24E-06,0,3.86E-05,0.000105631,1.52E-05,6.99E-05,3.50E-05,0,3.19E-05,5.70E-05,0,0,0,6.89E-05,1.66E-05,0.000112293,0,1.46E-05,8.17E-06,2.25E-05,0,0,2.46E-05,0,3.00E-05,4.32E-05,0.000256443,4.33E-05,4.46E-05,0.000124125
Unclassified Erythrobacteraceae,6.55E-05,8.15E-05,0.000169062,4.98E-05,0,5.52E-05,0.000175531,0,8.19E-05,0.000142599,0.000230014,6.16E-05,5.48E-05,2.09E-05,0,9.99E-06,5.65E-05,0.000167036,0.000121812,6.77E-05,0,7.05E-06,8.90E-05,0.000131562,0,5.69E-05,0,5.24E-06,3.45E-05,0,0,0,0.000139736,0,0,0,0,0,4.66E-05,0.000240678,6.26E-06,4.16E-05,0,0.000196527,0,6.12E-06,0,0,0,1.23E-05,0,0,0,0.000128222,0.000129859,0,0
Unclassified Dehalococcoidia,0,0.000183382,0,0,7.42E-05,5.52E-05,0,0,0,0,0.000127786,0,0,0,2.97E-06,0,0,0,0,0,0,0,0.001556663,0,0,2.84E-05,0.00026119,0,0,3.31E-05,5.87E-05,0,0,7.00E-05,0,1.60E-05,0.000142576,0,5.83E-05,0,0,0,0,0,1.78E-05,4.08E-06,5.30E-06,4.42E-05,0,0,6.58E-06,0,0,0,0,4.46E-05,9.93E-05
Unclassified Nitrospirota,6.55E-05,0,0,0,0,0,3.51E-05,3.81E-05,0,9.51E-05,0,0,0,0,0.000208066,0.000334766,2.83E-05,0,0,0,0.000187189,0,0,3.29E-05,0,5.69E-05,0.001800836,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Moraxellales,0,4.08E-05,0,9.97E-05,7.42E-05,0.000110333,0,1.91E-05,8.19E-05,0,0.000153343,6.16E-05,0.000794303,0,0,4.00E-05,0,0.000167036,0,0,0.000748755,0,0,0.000131562,0,5.69E-05,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032382,0,0,0,0,0,0,0,0,0
Unclassified Nostocales,6.55E-05,0,0.000169062,0,7.42E-05,0.000358581,7.02E-05,7.62E-05,0.000300145,4.75E-05,7.67E-05,0,0.000109559,4.17E-05,0.000107006,0.000259818,5.65E-05,0.000167036,0.000365435,0,0,0,2.22E-05,9.87E-05,0,5.69E-05,0,0,3.45E-05,3.31E-05,0,1.52E-05,0,0,0,0,0,5.39E-05,0,3.44E-05,6.26E-06,0,0,0,4.86E-06,1.02E-05,0,2.94E-05,0,0,6.58E-06,0,2.16E-05,0.000128222,0,4.46E-05,4.96E-05
Rickettsia,0,0,0,0,0,0.000165499,0.000210637,0,0,0,0,0,0.000739523,0,0.000826321,0,0,0.000334071,4.87E-05,0,7.49E-05,0.000119816,4.45E-05,6.58E-05,0,0,9.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0,4.08E-06,0,0.000250224,0,0,0,0,0,0,0,0,0
Unclassified Nannocystaceae,6.55E-05,0.00014263,0.000140885,0.00014951,0.000222692,5.52E-05,0.000140425,0.000114349,2.73E-05,9.51E-05,0.000153343,0.000184888,0.000109559,0.000104353,3.57E-05,7.49E-05,0.000169568,0,7.31E-05,6.77E-05,7.49E-05,4.23E-05,8.90E-05,0.000197342,0,0.000170614,0.000109975,0,3.45E-05,0,0,0,0,0,0,0,0,0,2.33E-05,0,0,1.66E-05,0.000112293,9.83E-06,1.62E-06,1.63E-05,0,0,0,0,0,9.99E-06,0,0,0,0,0
